YEOVIL-WEST-COKER (Westlake House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST519137,Long,-2.6846,Lat,50.9216,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.81,3.52,2.94,1.44,1.03,3.9,2.43,2.18,3.12,3.78,4.28,0.83,1.99,0.89,4.54,4.62,3.69,1.11,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,4.64,0.73,0.65,0.97,1.78,1.05,0.01,1.58,3.74,2.8,0.28,0.46,4.23,3.68,3.36,5.97,1.4,1.53,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.47,1.51,3.01,1.81,3.28,2.73,1.45,2.66,0.84,0.61,1.59,2.82,3.17,4.71,0.98,0.57,1.74,2.9,1.86,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.89,3.57,2.36,1.36,2.38,3.05,3.7,0.67,1.18,0.16,2.46,2.93,0.83,2.69,2.02,3.02,1.41,2.92,2.45,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.15,3.72,2.65,2.27,2.04,1.85,1.73,3.01,0.73,1.1,2.56,0.31,0.25,1.6,4.97,1.9,2.04,1.79,2.49,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,3.67,1.86,0.43,0.75,2.83,1.22,3.33,2.22,1.95,0.67,2.83,1.13,3.22,3.11,1.09,0.97,2.61,1.55,4.27,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.34,0.16,2.43,1.58,5.27,2.88,3.38,2.87,2.21,3.93,4.41,2.99,1.73,1.04,0.43,2.12,1.16,1.99,2.99,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.31,1.72,1.37,1.63,1.55,2.98,2.68,5.41,3.8,1.47,4.99,2.94,2.19,3.73,0.93,1.13,2.21,1.41,5.6,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.22,5.31,2.43,2.95,1.08,1.53,1.63,2.25,2.53,1.86,3.2,1,6.33,3.37,1.62,3.84,0.69,2.85,1.87,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,0.84,4.96,4.68,2.5,1.73,4.27,1.36,10.04,4.77,3.42,4.65,3.29,1.89,1.73,4.32,2.23,2.83,2.61,2.69,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
