COULSDON (METHERNE MENTAL HOSPITAL),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,86,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.39,4.02,7.20,,,,,,,,,
February,3.17,0.52,2.03,,,,,,,,,
March,3.71,2.31,0.39,,,,,,,,,
April,2.68,1.99,1.27,,,,,,,,,
May,2.12,3.52,2.82,,,,,,,,,
June,2.83,0.15,1.42,,,,,,,,,
July,3.06,2.78,1.26,,,,,,,,,
August,4.35,3.06,0.99,,,,,,,,,
September,0.71,2.15,1.33,,,,,,,,,
October,1.98,4.68,2.64,,,,,,,,,
November,3.31,2.25,1.61,,,,,,,,,
December,2.81,4.15,2.56,,,,,,,,,
Total,33.12,31.58,25.52,,,,,,,,,
Calc annual,33.12,31.58,25.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
