FARLINGTON-FILTER-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU679061,Long,-1.03683,Lat,50.850443,Elevation,157,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,4.06,2.15,2.66,1.84,1.95,0.72,4.97,5.79,3.47,5.13,3.04,3.45,3.43,5.81,1.88,1.9,2.23,3.01,5.02,0.77,0.84,3.21,2.27,1.06,2.21,3.2,4.43,2.17,4.34,3.41,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,1.45,1.75,0.28,3.24,0.02,3.32,2.52,4.96,0.44,1.52,3.57,2.75,0.44,1.41,0.77,1.69,2.71,2.1,1.25,1.03,4.93,5.7,0.62,1.27,2.98,1.66,0.07,4.16,2.59,0.18,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.4,1.07,1.44,2.59,2.84,0.81,1.85,3.38,0.51,1.19,3.04,3.52,2.8,0.63,0.18,0.64,1.03,6.21,0.65,1.59,1.37,4.5,2.88,0.47,3.16,1.25,0.33,1.89,1.24,2.62,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,2.51,3.07,2.46,1.26,1.86,2.8,1.77,2.29,0.02,2.38,0.73,1.45,1.4,0.84,1.33,1.07,1.92,1.66,1.56,1.33,1.94,2.57,1.55,1.46,0.2,0.43,1.96,0.18,0.65,2.13,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.58,2.47,4.7,2.39,1.13,0.89,0.14,1.97,1.31,1.04,0.71,1.92,2.71,2.3,0.66,2.19,3.97,1.18,2.23,1.54,1.41,2.36,2.42,2.36,2.54,3.88,0.27,0.94,2.47,0.4,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,0.61,1.63,1.55,1.57,1.24,2.48,2.6,1.02,0.51,1.27,0.18,1.22,0.36,1.12,1.68,2.15,3.17,1.6,2.08,0.98,1.37,1.65,1.26,2.99,2.99,2.7,2.2,1.48,2.96,0.8,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,2.35,3.68,3.01,1.63,0.96,1.32,3.87,1.45,1.43,3.3,3.6,2.51,1.61,2.02,2.86,3.52,1.91,2.09,1.22,0.21,3.31,2.05,0.32,3.78,3.82,1.78,2.51,3.66,2.96,2.75,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.43,3.55,1.28,0.79,2.79,3.23,0.64,1.73,1.99,1.5,0.06,4.12,2.74,1.1,1.66,1.77,4.72,0.8,3.73,0.95,2.83,4.72,2.23,1.64,3.33,1.33,3.32,2.13,5,4.01,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,2.49,2.03,2.8,3.43,2.13,4.82,4.1,2.13,1.67,0.81,1.53,0.69,2.15,1.68,1.66,1.88,3.46,1.47,1.84,2.51,3.11,3.02,3.7,2.71,2.71,1.96,2.94,3.18,4.58,0.18,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,2.91,0.65,6.05,1.79,1.74,5.04,0.89,2.81,3.49,5.52,3.96,1.33,3.17,3.04,3.99,3.14,0.59,1.45,1.91,7.76,0.46,1.39,4.02,3.77,2.37,2.48,1.58,1.85,2.42,3.01,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
