WADEBRIDGE-ST-KEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX021770,Long,-4.795409,Lat,50.559165,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.49,5.06,1.97,4.31,6.84,,,,2,5.03,6.56,6.43,4.23,4.64,3.19,6.52,4.19,6.67,7.26,6.97,2.89,7.9,4.48,4.51,3.62,4.5,1.68,6.92,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,0.74,6.1,2.34,3.73,1.48,,,,1.54,2.37,4.1,1.34,0.36,4.48,8.93,2.01,6.92,3.17,3.3,3.86,2,2.05,3.87,0.07,3.67,0.38,4.86,6.26,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,4.04,1.08,2.94,5.31,5.5,,,,3.8,2.05,4.69,4.27,3.79,3.6,1.65,2.41,1.03,0.82,4.34,5.59,0.52,3.57,3.61,2.95,3.43,3.41,1.49,4.86,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.27,2.82,2.77,0.46,4.08,,,,1.89,1.46,3.38,5.61,1.22,3.89,3.28,3.62,3.89,2.1,2.56,1.85,0.82,4.18,2.11,2.66,2.19,3.57,5.6,2.21,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.45,3.11,1.77,1.7,3.35,,,,2.4,1.33,2.33,2.1,1.94,1.57,2.68,2.85,4.75,1.46,1.14,1.38,4.68,2.4,3.41,4.01,2.17,1.73,2.34,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,3.21,2.09,2.54,7.15,1.7,,,,4.65,1.32,1.06,2.21,0.09,1.75,1.06,2.21,0,3.07,3.33,2.24,2.6,1.17,3.17,1.93,2.5,1.87,3.81,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.94,2.72,1.08,4.29,0.68,,,,2.07,4.06,0.8,5.28,1.58,4.27,1.45,4.78,3.33,2.62,2.93,1.89,2.22,2.55,8.47,3.78,2.85,0.54,1,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.46,3.33,2.1,9.28,0.7,,,,5.55,4.14,2.72,2.04,3.17,3.17,2.65,4.71,4.29,2.54,3.42,2.97,3.44,4.79,5.38,1.26,2.23,4.86,2.57,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.57,0.15,2.33,0.99,3,,,,1.22,8.36,2.86,3.36,1.31,3.12,4.07,4.49,3.42,0.97,7.9,1.98,0.54,4.61,2.83,5.71,1.94,3.64,4.96,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,1.75,5.46,6.63,4.06,4.84,4.58,,,,5.66,3.58,1.48,6.72,1.09,1.24,7.22,6.75,4.9,2.99,2.44,6.86,8.85,6.19,1.23,9.92,5.89,4.12,6.58,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
