BATH-ISOLATION-HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST778629,Long,-2.320261,Lat,51.364726,Elevation,520,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,3.64,2.15,1.71,3.78,3.33,0.67,4.9,1.73,1.53,1.29,3.46,1.05,4.07,5.05,0.68,4.27,1.87,1.25,3.4,5.03,3.5,3.4,3.91,1.8,3.98,3.55,4.38,3.53,5.33,1.49,4.93,2.08,3.97,2.71,2.67,0.87,3.84,4.54,3.57,5.41,2.04,3.51,4.94,5.7,1.95,1.58,2.64,2.38,5.79,0.88,0.45,2.69,2.4,0.75,2.1,,3.81,2.22,2.2,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,5.76,1.17,0.92,2.69,3.95,1,2.12,1.63,1.49,0.76,4.5,2.44,2.24,1.24,3.5,6.05,5.36,1.01,1.53,2.91,1.28,0.32,3.99,6.62,0.17,4.35,2.16,4.34,2.76,1.07,0.7,2.66,0.07,2.98,0.09,2.14,2.5,5.63,0.99,1.52,3.04,2.83,0.36,1.5,0.67,2.78,3.29,0.71,1.29,1.15,5.5,4.28,0.81,1.84,3.28,,0.15,2.6,3.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.2,2.68,2.11,4.5,1.71,4.13,1.85,1.16,2.81,3.65,0.81,2.41,5.75,4.14,4.46,0.98,4.06,3.31,1.02,4.6,2.1,2.21,3.18,1.45,1.35,0.65,1.17,3.27,3.17,0.2,2.07,0.55,2.32,3.36,2.77,0.98,2.4,3.52,0.09,1.42,2.38,3.81,1.95,0.95,0.5,1.07,0.72,5.08,1.46,1.39,1.17,2.75,2.36,0.58,3.37,,0.89,2.23,1.2,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.67,2.75,1.68,3.48,2,2.74,1.33,3.51,3.15,2.3,3.63,1.28,0.26,3.73,1.98,1.23,1.27,1.98,2.92,2,4.44,0.68,3.34,2.08,3.08,2.46,3.48,1.84,1.37,0.8,1.74,2.69,3.61,0.9,1.83,5.15,2.29,3,0.06,3.44,2.21,1.39,1.4,0.81,1.71,0.98,2.07,2.38,1.87,1.33,2.12,3.04,1.49,2.42,0.29,,1.33,0.1,0.91,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.39,,2.48,4.91,2.23,0.09,2.41,3.52,1.49,1.61,1.75,1.07,1.75,2.52,1.85,3.48,2.25,2.57,1.92,0.63,1.69,2.27,0.77,1.63,5,3.6,3.02,0.91,2.27,1.75,1.75,3.16,4.95,2.4,1.11,1.55,0.68,2.32,1.68,0.88,1.97,1.56,4.69,3,0.83,2.55,3.77,2.58,4.14,3.04,2.24,2.55,4.19,1.85,1.98,,0.42,2.18,2.13,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.09,1.9,3.57,4.75,1.46,3.52,2.82,2.72,0.69,2.9,6.16,2.2,3.27,0.78,1.78,1.5,2.82,4.23,1.19,1.02,3.75,0.32,1.25,0.56,2.54,0,2.81,3.34,3.09,1.23,0.36,2.48,1.43,0.97,1.98,4.54,2.31,1.28,1.35,2.27,0.49,1.89,0.28,1.58,2.35,4.18,3.54,1.85,1.27,0.37,1.69,1.28,2.27,1.48,4.35,,2.06,0.98,3.57,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.65,3.51,1.48,4.2,3.29,0.52,1.07,3.43,2.69,3.07,2.26,0,3.37,0.48,3.08,3.96,1.23,3.51,4.78,2.62,5.32,0.56,4,1.33,3.84,3.93,2.41,3.37,2.8,1.8,2.52,4.36,4.89,2.35,2.01,0.71,6.24,2.17,3.36,4.29,3.34,1.63,2.19,2.32,1.74,1.26,0.9,2.38,0.92,1.31,4.78,1.38,1.35,2.64,2.85,,2.63,3.02,2.85,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.13,1.84,3.55,5.53,2.97,5.59,2.26,2.72,4.31,3.22,4.77,1.36,5.82,1.8,1.71,2.63,,7.2,2.6,3.26,1.01,1.67,4.76,3.06,3.16,2.45,1.46,4.71,3.17,2.21,4.22,4.96,0.61,1.06,3.09,1.63,0.39,0.86,3.41,3.64,0.06,5.71,4.36,3.42,2.39,2.96,4.77,0.98,3.16,1.25,4.68,5.2,3.65,2.71,2.86,,4.54,4.8,2.69,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.8,2.7,1.79,2.84,1.53,1.75,0.97,0.71,2.75,3.35,0.19,1.12,0.94,3.33,1.4,2.03,1.43,2.11,6.85,1.57,1.06,2.53,2,2.84,3.44,3.95,1.2,6.7,1.53,0.59,4.03,1.71,4.37,2.36,2.62,5.27,2.94,2.48,2.99,0.77,1.71,0.48,1.76,3.45,2.35,2.73,4.11,1.34,2.65,1.41,4.16,3.24,2.83,3.61,3.49,,2.77,3.04,3.48,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,3.35,2.34,2.29,8,0.95,1.63,5.84,5.45,2.31,5.39,4.62,2.93,4.5,3.11,2.71,4.32,7.23,5.73,1.68,1.99,2.97,1.37,1.55,5.25,5.47,3.13,3.94,2.51,5.08,5.43,3.19,1.07,6.02,2.5,1.86,4.83,1.63,3.44,5.32,3.27,3.93,1.72,3.43,3.97,4.56,4,0.87,0.33,3.02,6.18,1.36,0.59,4.24,2.26,2.66,,1.99,2.38,1.48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,3.18,0.85,2.82,2.66,2.03,3.73,3.46,2.9,1.2,1.03,4.73,3.98,2.1,2.73,4.63,2.38,3.55,0.81,2.51,2.13,1.72,2.12,1.42,2.55,3.04,2.21,7.42,3.32,3.84,8.25,5.02,4.04,2.31,0.66,1.3,6.1,3.71,1.73,4.57,6.53,8.52,1.83,1.54,1.97,5.98,0.17,5.61,1.94,1.21,3.27,5.1,7.59,3.53,1.56,5.55,,0.47,2.48,1.91,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,6.64,5.82,2.54,2.82,2.24,1.05,2.04,5.57,2.97,4.47,5.92,7.73,5.63,2.42,7.38,6.48,4.13,0.58,3.82,5.84,2.68,2.09,3.84,3.45,4.8,4.37,0.47,2.88,3.67,7.57,3.9,1.66,1.52,1.18,6.4,3.77,3.38,2.15,3.38,2.07,1.51,1.93,4.05,1.63,2.41,3.95,2.59,2.8,3.83,1.66,1.44,2.26,2.72,0.65,2.05,,3.31,1.99,2.5,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,35.5,,26.94,50.16,27.69,26.42,31.07,35.05,27.39,33.04,42.8,27.57,39.7,31.33,35.16,39.31,,34.29,34.22,33.6,31.52,19.54,34.01,32.62,39.87,34.65,33.92,40.72,38.08,32.39,34.43,31.42,36.07,23.43,27.73,37.54,32.31,33.12,30.77,35.51,31.2,28.29,30.95,30.3,27.44,28.21,34.88,24.75,30.61,23.24,34.69,36.85,31.84,22.35,34.83,,24.37,28.02,27.97,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 Aug estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
