"PAISLEY W.W ( BACK THORNLYMUIR )",,,,,,,,,,,,
Grid ref,NS467592,Long,-4.447262,Lat,55.801688,,,,,,,
Station no,5283,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.49,7.66,2.60,3.68,3.22,3.75,7.99,6.31,1.89,2.79,,
February,4.33,2.07,1.99,5.77,4.24,1.67,3.74,3.86,2.93,3.47,,
March,4.47,3.96,1.36,3.44,2.10,2.61,4.49,0.74,3.46,4.07,,
April,3.30,2.55,2.20,2.00,2.67,1.71,3.26,2.25,3.82,3.87,,
May,1.96,2.32,1.86,3.68,4.50,3.68,3.24,3.40,1.41,2.81,,
June,3.27,5.02,1.81,2.79,2.64,3.14,2.44,3.53,4.58,3.26,,
July,3.66,2.82,6.44,3.17,1.56,4.38,6.04,6.47,5.54,4.76,,
August,5.48,4.78,3.69,5.85,1.22,5.15,4.04,5.13,1.45,3.44,,
September,3.50,4.00,6.04,5.40,4.98,5.74,3.19,5.10,1.33,3.60,,
October,1.44,6.00,4.11,9.70,3.75,3.85,5.10,5.39,7.16,3.60,,
November,7.46,2.27,8.58,8.85,2.50,2.85,2.51,2.24,5.75,7.54,,
December,8.85,5.65,6.00,5.45,9.76,7.89,7.05,6.71,9.32,6.29,,
Total,55.21,49.10,46.68,59.78,43.14,46.42,53.09,51.13,48.64,49.50,,
Calc annual,55.21,49.10,46.68,59.78,43.14,46.42,53.09,51.13,48.64,49.50,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
