"COOKHAM VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR172,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,3.23,2.44,3.49,2.71,,
February,,,,,,1.41,3.58,1.43,1.41,2.03,,
March,,,,,,1.03,1.54,2.40,1.54,1.47,,
April,,,,,,0.66,1.76,2.57,1.63,1.46,,
May,,,,,,2.57,1.68,1.69,0.68,3.26,,
June,,,,,,2.62,4.14,1.20,0.72,1.57,,
July,,,,,,1.99,1.71,3.60,1.73,0.86,,
August,,,,,,4.77,2.26,1.68,3.95,1.60,,
September,,,,,,0.41,4.43,2.03,3.49,4.36,,
October,,,,,,4.68,1.57,2.35,2.81,1.42,,
November,,,,,,2.82,1.73,0.97,1.38,2.97,,
December,,,,,,1.49,2.46,1.67,4.92,3.18,,
Total,,,,,,,30.09,24.03,27.75,26.89,,
Calc annual,0.00,0.00,0.00,0.00,0.00,24.45,30.09,24.03,27.75,26.89,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
