"DUNBLANE, KIPPENDAVIE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,5.59,3.02,5.75,4.69,4.56,3.85,7.55,1.98,4.42,4.83,,
February,5.02,6.55,4.43,4.24,6.31,6.55,5.85,0.93,5.85,2.25,,
March,2.55,2.41,5.98,5.82,5.15,2.84,2.93,2.35,1.50,3.15,,
April,5.11,2.12,1.21,3.39,2.55,2.10,2.70,1.51,0.75,1.50,,
May,2.04,1.35,1.22,3.75,1.85,1.86,4.65,2.82,2.02,1.01,,
June,2.12,2.05,4.94,3.02,0.96,1.92,2.02,2.88,0.85,1.72,,
July,5.71,3.41,1.94,0.99,2.53,2.75,4.05,1.82,2.85,0.98,,
August,9.05,2.68,4.61,1.59,3.79,4.02,3.02,6.02,3.24,3.02,,
September,1.95,2.22,2.41,3.02,2.21,1.96,1.02,2.56,5.95,3.04,,
October,2.43,4.02,4.84,3.26,1.95,4.95,7.91,5.02,5.10,0.89,,
November,4.22,7.84,4.51,5.53,5.98,2.32,5.85,7.45,3.55,4.45,,
December,4.02,6.33,7.95,3.70,8.55,6.52,6.04,2.65,5.52,6.22,,
Total,49.81,44.00,49.79,43.00,46.39,41.64,53.59,37.99,41.60,33.06,,
Calc annual,49.81,44.00,49.79,43.00,46.39,41.64,53.59,37.99,41.60,33.06,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
