"STOCKLAND (THE KNOLL)",,,,,,,,,,,,
Grid ref,ST246048,Long,-3.072160,Lat,50.837797,,,,,,,
Station no,1825,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.05,3.88,0.66,,4.93,4.34,3.50,,,,,
February,5.13,0.74,1.54,,3.51,0.21,6.98,,,,,
March,4.77,3.46,0.69,,1.94,1.61,4.09,,,,,
April,2.05,3.09,2.84,,1.26,0.94,0.13,,,,,
May,2.63,3.16,2.54,,3.74,0.55,2.65,,,,,
June,0.98,2.39,3.14,,3.62,1.96,3.92,,,,,
July,2.47,1.39,3.07,,2.33,3.69,3.13,,,,,
August,5.15,4.61,2.61,,0.31,3.99,3.54,,,,,
September,5.30,3.52,2.85,,1.09,6.54,3.28,,,,,
October,0.94,5.86,5.58,,2.20,1.57,2.27,,,,,
November,8.34,4.92,2.42,,7.53,0.93,1.96,,,,,
December,4.01,3.57,1.11,,7.89,4.80,4.65,,,,,
Total,45.82,40.59,29.05,,40.35,31.13,40.10,,,,,
Calc annual,45.82,40.59,29.05,0.00,40.35,31.13,40.10,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,0.00,0.00,0.00,NaN,NaN,NaN,,
