BERE-REGIS-BLOXWORTH-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY883945,Long,-2.16721,Lat,50.749981,Elevation,205,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,3.52,1.42,0.9,4.23,3.54,2.01,2.32,4.22,4.68,1.14,2.48,0.72,4.71,4.46,2.16,1.33,2.94,5.76,1.11,8.31,1.16,1.12,1.15,3.77,1.69,5.06,5.81,0.64,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,0.95,0.85,1.81,0.85,0.04,1.42,4.02,3.37,0.01,0.54,3.67,4.16,3.58,6.01,1.58,2.06,2.33,4.69,0.76,3.88,1.57,1.24,1.14,4.25,1.82,3.26,1.63,5.23,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.34,3.71,2.51,1.42,4.83,0.69,0.88,1.94,2.78,3.54,5.26,1.13,0.8,1.21,2.54,2.51,4.28,1.74,5.41,1.12,0.6,3.55,4.87,0.94,2.52,5.54,2.9,5.55,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,0.87,1.48,2.75,3.38,0.82,1.19,0.07,2.39,2.77,0.74,3.49,1.62,3.12,1.3,2.99,1.95,3.56,1.24,1.98,1.31,3.93,2.52,1.29,1.91,1.56,0.05,3.86,1.18,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.03,2.2,1.15,2.02,2.43,1.08,0.71,2.06,0.07,0.16,1.76,3.47,1.15,1.64,1.13,2.54,3.5,3.06,0.34,2.63,1.94,2.91,1.65,1.93,0.6,1.93,2.17,1.48,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,0.92,3.17,1.22,2.21,1.99,1.29,0.87,2.03,1.95,2.02,2.99,1.3,1.42,2.51,1.58,3.52,2.47,1.04,2.24,1.35,2.14,0.3,4.27,4.09,1.84,4.4,0.63,1.14,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,0.91,4.44,2.3,2.98,2.25,2.35,4.37,4.45,3.68,0.63,0.33,0.51,1.39,1.5,2.34,2.12,3.02,3.4,0.47,1,1.04,1.81,2.75,2.86,0.26,3.83,0.92,5,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,1.85,2.19,2.93,3.41,6.61,3.49,0.84,2.18,2.86,1.38,3.54,1.49,0.68,2.97,2.23,4.17,5.08,4.59,3,0.93,1.74,5.24,3.13,2.66,0.55,6.96,2.92,3.29,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.58,1.66,1.18,2.28,1.33,3.57,1.78,3.38,0.18,9.48,3.29,1.48,2.28,1.5,5.24,1.57,2.52,2.47,2.38,0.88,0.68,2.5,3.09,0.29,1.49,2.55,3.48,1.92,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.98,2.47,5.03,1.01,9.23,6.1,5.45,4.21,3.94,4.27,1.41,4.28,2.35,3.36,2.63,2.21,8.5,2.26,2.67,6.08,10.78,3.63,7.35,5.85,4.39,4.41,4.55,3.09,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
