LISS-KIPPENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU777285,Long,-0.892871,Lat,51.050602,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,7.43,0.88,2.5,1.1,3.94,1.41,3.89,6.15,0.8,5.41,2.13,1.49,4.37,6.08,5.14,4.22,5.49,2.05,3.08,5.01,6.05,2.77,6.58,1.66,6.05,2.96,4.31,2.96,3.01,0.79,6.86,8.25,4.81,6.17,3.02,3.14,4.55,8,3.21,2.38,4.78,3.48,7.21,1.44,1.18,4.35,3.16,1.21,1.91,3.66,5.93,3.54,3.98,3.73,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.62,1.7,1.19,0.39,5.06,2.27,3.34,1.36,7.36,6.92,5.78,1.06,2.41,3.11,0.7,0.15,4.09,6.71,0.48,6.03,2.57,5.54,2.79,0.75,1.38,2.43,0.23,5.92,0.07,4.94,3.24,6.27,0.71,2.03,3.8,3.82,0.54,1.91,0.88,3.38,3.68,1.97,1.94,2.14,7.49,7.49,0.74,1.79,3.43,1.69,0.12,5.41,2.99,0.18,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,1.54,1.07,3.47,4.82,1.53,2.21,5.8,3.9,5.6,0.7,4.15,2.45,1.31,5.72,2.51,1.71,2.92,2.03,1.88,0.79,0.85,4.6,2.95,0.09,1.15,0.62,1.9,4.6,3.2,0.72,2.38,4.55,0.38,1.45,3.86,4.03,2.62,0.68,0.34,1.15,1.34,7.31,1.53,0.67,2.6,5.46,2.72,0.81,3.26,1.73,0.67,2.61,1.73,3.39,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.67,4.35,2.96,1.77,2.31,1.81,0.08,3.75,1.68,1.59,1.05,2.32,2.58,2.75,3.7,1.16,4.09,4.1,3.91,2.89,3.11,2.39,1.96,0.68,3.06,4.17,3.62,0.83,1.85,4.09,2.23,3.26,0.02,2.69,1.6,2.14,2.44,1.08,1.52,1.4,2.56,3.41,2.27,2.48,2.72,3.25,2.23,2.58,0.32,0.37,1.63,0.45,0.83,3.33,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.28,2.48,2.19,2.57,2.03,3.66,1.42,2.42,1.23,4.03,1.87,1.95,1.58,0.42,1.22,2.08,0.87,2.5,3.96,4.49,3.24,1.21,2.36,2.55,2.53,2.79,4.05,2.53,0.84,1.06,0.53,3.52,1.61,1.64,0.98,3.39,4.18,4.38,0.58,2.03,3.86,1.54,2.8,3.08,1.6,2.61,3.17,2.82,3.6,5.5,0.22,1.56,2.85,0.87,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.13,2.81,0.71,2.86,2.56,2.03,3.87,0.43,0.52,1.49,2.06,2.63,0.93,0.71,1.66,0.15,1.71,0.35,3.85,0,2.54,3.04,2.95,1.87,0.86,1.76,2.31,1.46,2.04,3.74,3.55,1.13,0.75,1.36,0.3,2.46,0.32,1.41,2.42,2.84,3.92,1.76,4.16,0.76,1.37,2.16,1.63,2.17,4.3,2.49,2.64,1.87,3.03,1.08,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.42,1.71,2.76,3.14,2.34,0.87,2.3,1.59,3.57,4.2,0.9,4.37,4.49,1.97,6.69,0.26,4.26,1.27,4.35,3.99,2.57,3.58,1.69,1.48,2.57,3.2,4.24,2.12,2.22,0.72,4.39,1.11,3.27,4.3,2.78,2.76,1.39,2.74,1.9,4.62,2.52,1.55,1.3,0.36,5.09,2.07,0.58,4,3.17,0.6,4.1,5.11,1.61,3.79,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,0.8,2.76,5.53,2.36,3.02,1.17,6.8,1.37,2.16,1.8,3.86,7.26,1.36,3.55,1.81,3.74,2.89,3.42,3.65,4.05,1.39,4.38,2.59,1.75,5.78,4.62,1.34,0.96,3.26,2.89,0.89,1.15,3.52,2.15,0.12,5.31,3.46,1.76,1.39,1.55,5.54,0.61,4.68,1.46,4.54,5.63,3.3,2.38,3.91,0.75,4.75,2.68,4.06,3.07,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,2.7,0.58,2.12,2.43,0.23,1.18,3.92,4.04,1.59,2.31,2.51,2.14,6.85,1.9,2.2,1.03,1.68,1.83,5.22,3.66,0.86,6.77,1.42,0.63,3.22,1.97,3.62,4.5,2.76,5.69,3.14,3.04,1.79,1.56,1.8,0.3,2.79,1.79,2.75,2.51,5.32,1.61,3.13,2.03,3.86,3.4,3.86,2.76,3.68,2.4,3.79,3.59,5.43,0.09,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,5.82,7.38,2.71,8.31,4.03,5.05,4.56,4.62,2.41,3.55,6.91,3.94,1.57,0.49,4.55,0.86,1.25,6.86,4.37,4.83,2.53,2.77,7.34,4.74,2.11,0.61,6.81,2.5,1.89,5.4,1.8,5.17,4.49,5.83,5.3,0.9,3.61,3.18,5.84,4.4,1.11,1.14,2.53,8.94,0.55,1.3,4.96,4.45,3.29,4.97,2.04,2.4,3.56,3.29,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
