TRIMLEY-THE-AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM281362,Long,1.319893,Lat,51.977417,Elevation,72,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1340/4/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.25,0.96,1.47,1.11,2.66,3.24,1.55,2.45,1.49,,,,,,,,,,,,,,,,,,,,3.77,4.05,2.86,5.74,1.76,2.59,2.83,3.87,1.8,1.82,1.5,2.51,3.71,1.36,1.69,1.95,2.86,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.7,1.51,2.54,0.96,1.11,0.61,1.77,2.6,4.11,,,,,,,,,,,,,,,,,,,,2.87,3.54,0.78,1,1.35,2,0.78,0.74,1.59,1.69,1.83,2.08,1.36,1.37,2.51,4.3,0.94,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.54,3.01,1.24,2.37,2.48,2.26,4.16,1.09,4.47,,,,,,,,,,,,,,,,,,,,0.56,2.4,0.55,2.02,3.19,2.47,2.76,0.44,0.21,1.11,1.89,4.95,0.87,0.79,0.57,2.9,3.44,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.36,1.91,2.3,1.16,0.25,2.39,1.07,1.21,1.55,,,,,,,,,,,,,,,,,,,,1.28,2.81,0.5,2.95,1.26,1.31,0.61,0.79,1.86,0.96,1.17,1.44,1.5,1.23,1.01,2.43,0.85,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.39,1.37,2.9,0.59,0.73,2.15,1.41,2.46,1.91,,,,,,,,,,,,,,,,,,,,0.6,3.34,1.79,1.33,0.24,1.41,2.47,1.75,1.01,2.2,1.64,0.49,1,1.76,1.36,2.12,1.07,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,0.59,2.76,2.01,2.7,1.97,2.12,1.13,2.02,2.6,,,,,,,,,,,,,,,,,,,,4.04,2.08,0.52,1.57,0.46,0.96,1.64,1.33,1.78,1.7,2.56,2.24,2.01,0.42,1.04,1.44,1.29,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,4.39,4.23,2.62,0.39,1.48,2.16,1.67,3.54,1.29,,,,,,,,,,,,,,,,,,,,2.7,1.34,1.26,1.44,3.07,2.1,2.39,1.6,2.35,1.62,2.92,1.04,1.43,0.98,2.81,2.46,0.96,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.62,2.12,3.5,0.8,6.08,0.7,0.53,1.89,3.77,,,,,,,,,,,,,,,,,,,1.77,1.39,1.37,1.11,2.48,0.31,5.35,1.6,1.18,1.31,3.03,4.46,0.23,2.18,2.06,1.67,3.44,2.02,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.81,2.57,1.02,1.86,2.97,0.65,1.2,2.7,1.15,,,,,,,,,,,,,,,,,,,3.52,3.19,2.31,2.95,0.79,0.7,0.36,1.77,2.23,3.25,0.98,1.7,1.38,1.85,1.79,2.84,3.08,4.03,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,1.33,4.43,1.46,3.15,1.8,3.45,2.47,1.68,2.77,,,,,,,,,,,,,,,,,,,2.46,2.54,2.35,3.29,10.67,2.5,2.47,3.77,1.89,4.21,1.74,0.98,0.46,1.37,5.09,0.53,0.65,1.43,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,1.25,1.26,3.43,4.06,1.93,2.78,2.65,2.15,2.89,,,,,,,,,,,,,,,,,,,3.32,3.4,1.42,2.63,4.47,6.43,2.46,2.91,1.86,4.44,1.49,4.73,1.4,1.52,2.42,4.25,3.23,4.18,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,2.11,4.44,4.58,4.22,2.05,0.9,5.98,4.85,3.1,,,,,,,,,,,,,,,,,,,2.43,1.35,5.2,3.1,1.66,1.89,1.44,2.82,1.71,1.73,2.67,3.5,3.71,1.73,1.52,1.85,2.01,2.62,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,21.34,30.57,29.07,23.37,25.51,23.41,25.59,28.64,31.1,,,,,,,,,,,,,,,,,,,,27.69,32.21,21.34,36.12,23.16,24.92,26.35,19.39,25.54,21.01,28.88,21.93,20.53,20.79,22.13,30.01,25.69,16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
