"BAMFORD YORKSHIRE BRIDGE WEIR",,,,,,,,,,,,
Grid ref,SK198850,Long,-1.703944,Lat,53.361508,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,4.80,1.99,3.19,2.38,,
February,,,,,,,3.73,2.48,3.58,2.62,,
March,,,,,,,3.61,3.66,3.85,3.92,,
April,,,,,,,1.83,3.49,3.03,1.98,,
May,,,,,,,2.61,4.02,3.36,2.50,,
June,,,,,,,1.63,5.21,2.47,3.90,,
July,,,,,,,2.64,2.62,3.70,4.32,,
August,,,,,,,3.53,3.64,3.62,2.01,,
September,,,,,,,1.16,0.59,2.76,3.02,,
October,,,,,,,5.53,6.91,1.40,4.81,,
November,,,,,,,5.02,3.78,3.05,1.39,,
December,,,,,,,3.82,3.11,1.87,8.52,,
Total,,,,,,33.25,39.91,41.50,35.88,41.37,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,39.91,41.50,35.88,41.37,,
Difference,NaN,NaN,NaN,NaN,NaN,33.25,-0.00,0.00,0.00,-0.00,,
