"POPLAR OLD FORD",,,,,,,,,,,,
Grid ref,TQ369837,Long,-0.027564,Lat,51.535612,,,,,,,
Station no,55,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,2.08,1.93,1.05,3.72,0.74,1.27,0.66,,
February,,,,0.74,2.17,0.70,1.53,1.00,1.31,0.43,,
March,,,,1.98,1.45,3.00,0.80,0.84,1.90,2.35,,
April,,,,1.89,0.95,1.80,0.84,3.05,2.13,1.54,,
May,,,,1.80,1.82,0.74,1.14,1.65,1.46,1.26,,
June,,,,5.77,0.79,3.40,2.56,2.13,1.87,3.57,,
July,,,,6.71,1.89,0.74,0.41,1.23,3.17,3.19,,
August,,,,4.13,1.48,2.15,1.24,1.64,2.66,1.37,,
September,,,,2.23,1.03,1.59,1.48,1.00,1.17,2.11,,
October,,,,5.52,1.49,0.92,2.79,2.60,1.60,3.58,,
November,,,,1.60,1.57,2.61,3.42,2.01,0.67,0.71,,
December,,,,1.06,1.69,0.53,1.74,2.90,1.28,2.25,,
Total,,,,35.51,18.26,19.23,21.67,20.79,20.49,23.02,,
Calc annual,0.00,0.00,0.00,35.51,18.26,19.23,21.67,20.79,20.49,23.02,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
