EASTBOURNE-THE-GORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TV599996,Long,0.2664482,Lat,50.773946,Elevation,85,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,3.22,3.49,,,,,,,,,6.47,1.29,3.41,0.67,0.91,1.05,2.08,3.69,2.28,4.7,3.21,1.41,0.93,3.21,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.15,0.55,,,,,,,,,2.49,1.68,3.34,2.8,2.54,1.44,3.39,1.58,3.34,0.39,0.71,1.71,2.93,1.11,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.35,1.58,,,,,,,,,2.32,1.87,1.05,0.59,2.65,1.68,0.73,1.9,2.67,1.6,1.06,4.21,1.23,2.13,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.48,1.59,,,,,,,,,2.09,3.02,3.02,1.71,0.46,3.13,1.6,2.06,1.09,1.96,1.52,1.16,2.27,3.39,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.4,2.71,1.06,,,,,,,,,1.86,3.27,2.11,0.06,0.95,1.16,2.46,0.36,2.59,3.5,1.36,1.15,1.26,2.19,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.69,0.78,0.8,,,,,,,,,1.43,1.33,4.01,2.49,2.18,2.43,1.08,1.51,0.72,1.18,0.79,2.79,0.26,2.53,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.73,3.41,1.3,,,,,,,,,2.42,0.92,3.1,2.26,1.65,2.49,2.41,2.18,0.8,2.8,0.41,4.33,3.64,3.51,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,3.41,2.2,5.8,,,,,,,,,2.67,5.29,3.64,0.37,3.83,2.48,0.63,1.54,0.8,1.14,2.48,1.12,2.97,3.72,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,5.7,1.2,0.73,,,,,,,,,1.08,2.13,2.93,3.47,2.37,3.23,4.87,4.93,3.92,1.87,3.46,0.81,0.48,1.09,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,1.88,3.34,3.12,,,,,,,,,2.65,3.23,1.1,8.09,2.31,8.79,2.92,1.76,4.85,4.05,1.37,3.31,7.04,1.75,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,1.68,0.83,,,,,,,,,,6.4,3.28,1.17,3.97,2.92,3.96,5.35,1.26,3.66,4.17,4.89,3.38,1.08,3.57,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,2.21,2.3,6.5,,,,,,,,,2.36,2.86,0.68,4.43,4.1,4.18,1.87,3.95,1.24,5.29,2.27,1.6,1.79,0.49,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,26.97,,,,,,,,,,34.24,30.17,29.56,30.91,26.87,36.02,29.39,26.72,27.96,32.65,23.53,26.98,25.88,28.69,32.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
