"HELLINGLY (HOSPITAL)",,,,,,,,,,,,
Grid ref,TQ597124,Long,0.269186,Lat,50.889015,,,,,,,
Station no,542/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.58,3.08,0.93,1.68,4.10,5.56,2.37,4.15,3.33,2.63,,
February,6.55,1.22,1.33,2.44,1.80,0.71,4.95,2.83,0.02,2.68,,
March,4.29,3.05,0.24,3.56,1.29,0.55,1.64,1.64,2.28,2.61,,
April,2.35,1.48,1.88,0.53,0.35,1.48,0.53,1.06,2.19,0.98,,
May,2.54,1.65,1.28,1.75,4.80,0.87,1.04,2.34,0.99,1.76,,
June,1.14,0.83,1.53,2.64,2.19,2.82,0.94,3.99,0.85,2.13,,
July,1.88,0.71,3.66,3.71,1.04,4.10,4.14,2.95,1.56,2.74,,
August,5.32,3.45,2.66,3.82,1.60,3.93,2.95,4.58,0.73,4.53,,
September,3.84,3.71,3.88,2.97,2.83,3.05,3.46,3.85,0.14,2.11,,
October,3.18,3.48,3.08,2.68,5.26,1.46,,3.75,3.63,7.74,,
November,5.73,4.82,2.68,5.37,1.42,0.85,,2.53,5.89,6.62,,
December,3.07,3.99,0.83,2.08,3.96,4.36,,4.38,8.39,3.78,,
Total,44.47,31.47,23.98,33.23,30.64,29.74,,38.05,30.00,40.31,,
Calc annual,44.47,31.47,23.98,33.23,30.64,29.74,22.02,38.05,30.00,40.31,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,-0.00,-0.00,0.00,,
