GLASTONBURY HINDHAYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST484364,Long,-2.7382,Lat,51.1253,Elevation,78,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2002/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,0.52,3.11,3.8,1.18,3.22,4.62,,,,,,,,,,,,,3.95,0.94,1.36,1.33,2.53,3.02,2.16,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,2.74,0.59,0.56,1.43,2.87,3.54,,,,,,,,,,,,,3.33,3.18,3.51,1.56,4.38,1.93,3.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.92,3.61,1.54,2.41,0.91,2.09,,,,,,,,,,,,,1.81,1.3,2.05,1.46,0.81,2.48,1.08,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,0.34,2.98,2.02,1.39,1.04,2.24,,,,,,,,,,,,,2.76,1.49,1.58,3.72,1.3,1.63,2.48,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.27,3.35,1.73,1.23,3.37,2.08,,,,,,,,,,,,,2.74,1.32,1.5,0.87,1.31,0.99,3.66,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.79,3.66,4.43,1.68,1.8,2.27,,,,,,,,,,,,,4.81,2.69,2.72,3.18,2.75,3.53,1.02,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,3.95,2.53,0.5,0.99,3.79,1.43,,,,,,,,,,,,,4.02,6.59,2.39,4.57,2.46,3.73,0.37,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,4,1.25,1.71,4.04,0.91,5.11,2.67,,,,,,,,,,,,,4.34,1.29,4.37,2.49,1.31,1.78,1.67,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2.05,2.93,3.13,3.82,2.96,0.08,7.78,,,,,,,,,,,,,3.46,4.1,2.01,3.01,3.64,2.85,4.77,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.41,2.04,4.46,5.55,1.35,6.75,1.93,,,,,,,,,,,,,1.07,4.07,1.39,5.85,2.82,0.78,5.95,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
