NORTH-TAMERTON-OGBEARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX302959,Long,-4.4069,Lat,50.7381,Elevation,460,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.97,3.87,4.61,2.7,6.69,3.37,2.33,,,,,,4.19,3.94,0.96,2.81,1.51,6.81,6.04,3.09,2.97,5.79,5.92,2.18,5.8,2.46,2.13,3.18,6.05,1.62,3.69,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.26,5.41,4.35,3,1.21,0.82,1.63,,,,,,3.37,0.1,0.82,5.54,3.44,2.25,4.92,2.05,1.81,2.6,6.7,2.07,4.82,1.66,2.99,0.67,5.1,2.32,2.54,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.07,1.53,3.33,1.76,2.93,1.42,4.94,,,,,,2.89,3.76,6.33,2.68,1.21,1.18,1.91,4.05,3.74,5.92,1.69,4.36,1.97,1.23,3.72,4.34,0.74,2.23,5.3,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,5.2,1.7,1.78,3.19,2.43,1.17,1.85,,,,,,1.41,2.22,0.62,3.19,1.5,3.37,1.72,3.53,1.45,2.22,1.83,2.27,2.06,3.76,1.99,2.07,2.74,1.81,0.53,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.54,1.42,1.7,2.73,3.59,1.49,1.28,,,,,,3.12,0.59,0.19,1.95,5.03,2.19,1.77,1.21,1.99,2.38,2.9,0.36,2.66,2.19,1.34,1.38,2.52,0.75,2.02,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.72,3.02,1.58,2.78,0.93,0.08,3.26,,,,,,2.21,1.19,1.55,1.41,2.88,0.91,4.73,2.64,4.21,1.32,1.62,2.22,1.73,2.93,0.82,2.32,2.18,4.09,7.06,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,5.64,4.44,3.68,1.05,1.99,1.06,5.55,,,,,,5.06,3.38,1.39,4.64,0.38,1.04,1.6,1.62,2.49,3.06,6.72,0.74,1.51,1.97,2.96,2.14,2.98,0.81,2.83,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,4.34,2.16,2.28,1.8,1.85,2.16,2.83,,,,,,4.93,3.18,2.08,4.59,4.41,2.6,2.77,2.41,2.81,4.4,2.37,4.74,2.53,2.34,3.75,2.26,4.24,1.84,9.18,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,6.36,5.3,1.89,7.17,2.81,5.65,1.29,,,,,,1.9,0.71,6.38,6.12,2.19,4.27,1.88,2.23,2.43,4.44,2.77,1.81,0.89,1.3,2.63,1.44,0.28,3.15,1.18,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,5.6,4.52,3.26,6.85,7.6,4.38,2.69,,,,,,5.78,9.32,4.81,1.18,8.25,5.29,4.2,4.6,3.6,12.05,2.57,2.9,5.06,6.33,1.25,6.21,5.28,3.46,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
