"EAST BRIDGFORD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2592,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.31,0.61,2.89,2.43,2.86,1.78,,,,,,
February,2.27,5.29,2.65,3.56,1.31,2.30,,,,,,
March,2.27,3.01,1.63,0.94,1.57,0.73,,,,,,
April,2.22,0.91,3.37,2.95,1.30,1.21,,,,,,
May,1.70,1.62,2.47,1.85,0.78,1.51,,,,,,
June,4.39,2.09,4.37,3.94,0.37,2.82,,,,,,
July,9.50,1.33,2.14,2.88,4.08,0.18,,,,,,
August,2.88,4.87,1.91,1.39,2.85,1.78,,,,,,
September,6.21,2.00,2.21,4.63,1.21,2.75,,,,,,
October,6.73,2.36,6.27,2.19,0.58,5.20,,,,,,
November,2.32,3.09,3.04,3.98,0.97,2.67,,,,,,
December,3.29,2.60,4.79,1.15,1.86,1.78,,,,,,
Total,44.09,29.78,37.74,31.89,19.74,24.71,,,,,,
Calc annual,44.09,29.78,37.74,31.89,19.74,24.71,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
