BENENDEN (CHEST HOSPITAL),,,,,,,,,,,,
Grid ref,TQ836350,Long,0.620044,Lat,51.084933,,,,,,,
Station no,264/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,3.17,,
August,,,,,,,,,,5.05,,
September,,,,,,,,,,3.32,,
October,,,,,,,,,,8.97,,
November,,,,,,,,,,6.52,,
December,,,,,,,,,,3.53,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.56,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
