HORNCHURCH-MARSHES-RIVERSIDE-SEWAGE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ516823,Long,0.183621,Lat,51.51928,Elevation,5,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1.22,1.54,1.11,2.29,0.74,1.59,1.07,1.07,1,1.06,0.99,3.26,3.02,2.06,3.84,1.85,2.01,1.63,4.1,1.01,1.31,1.24,1.34,2.65,0.93,1.42,2.02,1.43,0.9,1.08,1.87,3.07,0.94,1.25,1.7,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.41,2.55,2.92,0.95,0.33,1.05,1.38,0.12,1.26,0.05,1.71,1.17,3.52,0.41,0.82,1.04,1.15,0.69,1.28,0.76,0.94,1.91,0.64,1.1,0.72,2.66,5.53,0.8,1.49,2.06,1.42,0.23,2.51,1.86,0.06,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.68,0.08,1.72,1.57,0.02,1.28,0.19,1.46,1.58,1.91,0.36,0.87,2.69,0.34,1.19,2.82,2.29,2.09,0.38,0.06,1.15,0.88,4.12,0.64,0.81,0.67,2.33,2.3,0.4,1.59,0.95,0.99,0.88,0.9,1.4,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.1,4.09,1.56,1.12,1.09,1.23,3.51,1.42,0.57,1.39,2.42,1.17,2.24,0.22,1.93,1.63,1.77,0.63,1.26,1.14,0.9,1.29,1.15,1.07,1.41,2.15,2.91,0.84,2.34,0.28,0.31,1.05,0.22,1.67,1.54,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.53,0.91,0.81,2.23,1,2.58,2.37,3.02,2.1,0.39,1.13,2.64,2.92,1.53,1.59,1.49,1.25,2.51,1.49,0.3,2.08,3.12,0.72,1.61,1.42,1.28,2,1.33,1.18,1.93,4.04,0.45,0.97,2.07,1.01,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,0.12,2.58,2.09,2.13,0.44,0.58,1.1,0.73,1.37,1.2,2.34,2.76,1.87,0.41,1.13,0.37,0.87,0.39,1.57,1.79,1.47,1.81,1.87,2.25,0.61,1.12,0.62,1.49,1.77,2.86,1.91,1.55,0.94,5.06,0.34,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.06,2.13,2.62,1.64,1.74,1.67,2.2,1.95,1.47,1.11,0.75,3.05,1.41,1.1,2.9,3.69,2.49,1.36,1.27,1.34,3.62,0.95,2.85,0.75,1.4,2.49,1.7,0.66,3.33,2.68,0.07,3.21,3.6,1.66,0.93,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.97,1.62,3.15,2.92,1.69,3,3.51,1.61,0.41,1.63,1.67,0.22,1.17,1,3.42,0.05,3.62,2.04,0.95,2.53,1.53,3.35,0.1,3.61,1.53,1.19,2.42,2.27,1.62,2.77,1.44,4.08,1.35,3.64,1.15,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,1.97,0.56,3.48,0.6,0.12,1.73,1.14,1.87,1.88,0.98,2.24,2.33,0.84,1.99,1.02,1.35,0.49,1.77,1.45,3.01,0.87,2.33,1.2,1.02,1.22,2.21,2.74,2.73,2.01,1.88,2.68,2.04,1.89,5.34,0.08,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.41,2.15,1.24,3.09,2.1,0.65,0.54,4.47,0.94,1.37,2.02,1.23,1.69,2.04,5.74,2.32,0.84,3.12,1.9,2.89,1.44,0.99,0.14,1.64,4.84,0.36,0.76,2.22,3.38,1.42,3.67,1.17,1.57,2.12,1.95,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
