"SEAHAM VICARAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1116,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,1.82,1.71,4.22,2.05,1.96,,
February,,,,,,1.65,1.80,0.81,0.80,1.18,,
March,,,,,,1.45,2.84,2.25,1.30,1.74,,
April,,,,,,1.18,2.13,1.79,2.20,1.33,,
May,,,,,,4.14,1.03,2.52,1.48,3.14,,
June,,,,,,0.95,2.54,1.93,0.62,1.64,,
July,,,,,,1.90,3.98,3.29,0.75,0.81,,
August,,,,,,3.30,3.17,2.86,2.04,1.45,,
September,,,,,,0.47,4.15,1.60,4.28,3.39,,
October,,,,,,5.69,2.13,1.23,1.97,2.15,,
November,,,,,,2.36,2.07,0.76,2.52,3.47,,
December,,,,,,1.26,1.87,2.27,4.08,3.20,,
Total,,,,,,26.17,29.42,25.53,24.09,25.46,,
Calc annual,0.00,0.00,0.00,0.00,0.00,26.17,29.42,25.53,24.09,25.46,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
