"DORCHESTER ABBOTSBURY CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1039,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.16,,5.82,3.17,2.29,5.28,1.18,5.88,1.80,4.60,,
February,1.84,,2.35,1.97,1.06,2.72,3.26,1.14,1.30,4.45,,
March,1.56,,3.07,4.11,0.45,0.80,2.82,2.07,1.73,0.00,,
April,0.30,,1.83,0.56,1.95,1.52,2.55,4.08,4.00,2.98,,
May,1.51,,1.50,0.95,0.69,1.95,0.10,2.18,3.57,2.44,,
June,,,3.02,1.70,1.49,1.53,1.24,0.96,0.87,6.13,,
July,1.23,,4.40,1.59,1.26,2.36,0.18,2.21,1.96,3.67,,
August,0.96,,1.10,2.72,2.70,2.26,3.58,3.13,2.51,5.44,,
September,1.27,,2.17,1.50,3.46,2.89,5.89,2.55,1.59,3.40,,
October,3.35,,7.10,2.63,4.59,7.91,3.04,2.06,3.50,1.22,,
November,1.95,,5.17,4.49,3.68,4.61,4.97,6.60,2.79,0.00,,
December,3.32,,3.89,0.55,4.58,1.46,8.18,1.61,2.46,0.84,,
Total,18.45,,41.42,25.94,28.20,35.29,36.99,34.47,28.08,35.17,,
Calc annual,18.45,0.00,41.42,25.94,28.20,35.29,36.99,34.47,28.08,35.17,,
Difference,0.00,NaN,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,,
