MAXEY-VICARAGE-MARKET-DEEPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF126082,Long,-0.336645,Lat,52.659839,Elevation,32,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.94,1.64,1.04,2.59,2.2,0.58,1.33,1.83,1.25,0.95,1.31,1.31,2.88,0.75,1.91,0.73,2.31,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.61,0.63,1.87,0.16,0.54,1.9,1.4,0.95,0.07,2.02,2.27,1.59,0.13,0.67,2.79,0.42,1.37,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.03,1.06,0.91,0.91,2.15,1.35,2.32,1.78,1.97,1.1,1.02,0.2,0.55,1.54,1.78,2.13,1.06,0.62,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,2.98,2.71,1.08,1.71,1.35,1.01,1.94,2.72,0.83,1.18,0.72,0.32,1.02,1.42,0.52,1.3,1.67,1.81,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.84,2.7,1.13,2.01,4.2,1.7,0.87,4.38,2.28,2.72,1.61,1.28,1.48,1.16,0.43,1.34,2.19,2.16,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.88,2.46,1.31,2.27,1.11,0.96,2.17,0.33,3.54,2.01,1.62,1.03,1.83,0.97,2.34,1.99,1.11,0.95,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,3.65,2.77,2.7,0.72,4.39,0.59,3.96,1.5,2.5,2.24,2.3,3.38,2.99,3.03,1.17,0.12,1.01,0.97,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.27,0.89,1.45,2.9,2,0.83,1.78,2.25,1.74,2.38,1.83,2,1.87,1.41,1.39,1.69,2.67,1.01,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.63,5.52,1.46,3.01,1.36,1.38,1.52,1.9,0.5,0.71,2.44,1.04,0.92,0.69,4.21,2.77,0.44,4.08,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,1.7,0.84,4.39,3.3,1.75,0.44,2.94,1.12,3.69,4.36,1.9,2.38,1.72,2.86,0.94,2.07,2.84,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,2.9,3.48,1.6,3.34,2.57,1.62,3.06,0.77,2.97,2.84,0.92,1.8,2.81,2.9,1.03,1.05,1.85,1.1,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,0.83,1.39,0.67,3.66,0.73,1.24,1.33,0.43,2.41,0.82,1.22,1.28,1.9,3.05,1.3,1.71,1.45,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,28.67,16.14,24.84,28.84,14.66,21.78,22.63,20.66,22.6,20.61,17.75,20.03,19.75,20.2,19.33,16.93,20.67,22.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
