"ST ASAPH NANTLYS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4281,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,2.43,2.31,1.63,1.97,0.72,4.64,2.51,0.77,,
February,,,1.72,1.09,1.30,2.40,1.87,2.33,0.98,2.08,,
March,,,2.73,2.04,1.44,0.65,2.44,2.91,1.40,0.94,,
April,,,3.19,0.81,1.13,0.70,2.54,2.29,1.08,2.60,,
May,,,3.16,1.41,2.84,2.04,0.27,2.18,3.18,1.91,,
June,,,5.65,1.59,0.45,2.14,1.08,1.04,1.91,3.61,,
July,,,4.64,2.29,2.98,4.33,1.80,2.80,0.59,3.38,,
August,,,2.66,2.54,2.65,2.31,3.38,5.61,3.96,9.93,,
September,,,6.47,3.81,2.07,3.46,5.10,3.60,3.51,1.57,,
October,,,7.05,2.68,3.57,4.13,2.93,4.01,3.77,1.47,,
November,,,4.32,1.66,3.91,3.24,4.42,4.93,3.61,1.62,,
December,,,3.80,0.82,3.99,1.79,3.53,3.03,2.35,1.40,,
Total,,,47.82,23.05,27.96,29.16,30.08,39.37,28.85,31.28,,
Calc annual,0.00,0.00,47.82,23.05,27.96,29.16,30.08,39.37,28.85,31.28,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
