FOXTON-THE-BURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL410484,Long,0.057838,Lat,52.115948,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,0.88,1.83,0.8,1.79,2.32,0.48,0.55,1.91,1.53,1.21,2.56,1.34,0.81,0.76,1.59,1.47,3.52,2.29,1.16,2.78,1,1.24,2.37,3.2,2.11,1.96,2.27,1.15,2.44,0.9,1.72,2,2.63,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.45,2.06,0.79,1.06,3.67,0.72,0.72,0.61,2.32,1.27,1.56,1.25,0.92,0.31,2.02,0.99,1.19,0.7,1.35,2.12,4.19,0.66,0.89,2.96,0.33,0.33,1.47,2.39,0.83,2.53,2.24,2.73,1.06,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.13,3.36,1.42,0.89,0.7,2.1,0.92,2.13,1.28,2.28,1.98,0.88,2.03,2.99,0.81,1.68,2.38,1.75,3.22,1.5,3.84,1.73,0.82,2.13,1.48,0.99,1.45,2.04,0.78,0.9,0.22,1.73,1.36,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.78,1.76,1.76,2.34,0.91,2.41,0.77,1.63,0.85,1.68,0.89,3,3.06,1.59,2.3,0.88,0.19,1.63,0.79,1.08,1.34,1.36,3.17,2.45,3.53,1.23,2.73,1.51,2.54,1.65,2.74,1.77,0.51,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.36,1.75,2.58,1.7,1.21,0.96,3.65,4.32,1.53,1.05,1.38,3.15,1.63,1.51,3.06,1.68,1.38,1.75,1.27,1.76,2.48,2.01,1.95,0.26,1.3,0.88,1.54,1.37,3.64,2.3,2.37,0.48,1.76,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.83,2.26,2.48,1.44,2.46,1.36,3,4.14,1.22,3.59,3.36,1.59,1.09,3.45,1.6,2.78,3.98,1.22,2.06,1.44,1.77,2.4,0.5,1.41,1.28,0.71,1,0.78,1.92,0.44,2.21,2.65,2.23,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.83,0.31,1.16,1.73,0.89,1.38,1.22,4.84,3.3,1.31,0.79,1.73,3.16,3.06,1.78,0.47,1.56,1.67,1.91,3.07,1.76,4.51,2.15,3.06,3,0.3,4.01,2.32,2.98,3.1,2.89,2.19,2.86,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,3.33,3.48,1.53,0.97,2.52,1.35,4.38,3.09,2.23,2.69,1.49,2.45,2.11,2.07,1.79,1.1,6.3,1.17,1.19,3.68,3.08,3.59,0.73,2.32,0.79,0.81,2.16,3.16,1.61,2.24,0.71,2.48,1.79,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.85,6.05,2.77,0.18,1.91,0.47,1.39,0.79,1.88,1.23,1.9,0.73,0.76,1.29,1.91,1.25,1.16,1.97,1.56,0.74,1.28,1.19,1.44,6.3,0.91,1.77,1.38,2.46,1.89,1.92,2.45,3.02,3.78,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.79,2.98,0.85,2.14,1.63,1.98,1.4,1.58,4.53,1.05,1.42,3.06,2.32,1.22,3.71,3.04,2.52,2.05,2.8,1.97,1.12,2.62,3.39,1.34,0.5,0.71,1.05,0.73,3.66,3.7,2.83,2.18,1.42,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
