"STONY STRATFORD THORNTON",,,,,,,,,,,,
Grid ref,SP751357,Long,-0.907124,Lat,52.014655,,,,,,,
Station no,RR1412,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.01,1.00,,,,,,,,,,
February,4.94,1.06,,,,,,,,,,
March,0.26,1.95,,,,,,,,,,
April,0.85,1.64,,,,,,,,,,
May,1.25,1.58,,,,,,,,,,
June,2.30,0.46,,,,,,,,,,
July,1.61,2.14,,,,,,,,,,
August,3.02,1.38,,,,,,,,,,
September,0.52,,,,,,,,,,,
October,2.05,,,,,,,,,,,
November,1.88,,,,,,,,,,,
December,2.33,,,,,,,,,,,
Total,24.02,,,,,,,,,,,
Calc annual,24.02,11.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
