NORTHAMPTON-SEDGEBROOKE (Monthly Gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP737669,Long,-0.920759,Lat,52.295295,Elevation,311,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.94,1.88,0.99,1.61,1.22,2.7,1.32,2.53,1.01,2.94,3.32,1.02,1.08,2.03,2.38,0.82,3.8,1.06,1.11,1.06,2.04,0.66,3.48,3.57,0.97,2.41,1.53,1.43,2.36,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.85,0.03,1.37,2.5,1.94,0.1,0.54,2.9,0.99,2.27,4.7,1.2,1.74,0.93,3.44,0.55,2.3,1.2,1.07,0.47,2.44,1.15,1.83,0.73,1.38,2.2,3.95,1.2,1.03,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,1.52,1.07,0.72,0.07,0.96,2.25,2.75,3.62,1.1,1.2,0.64,2.06,1.4,3.18,1.45,2.36,1.34,1.09,2.97,2.64,0.59,1.79,2.4,2.92,2.6,1.14,4.48,1.23,0.62,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.77,1.99,0.77,0.3,1.74,1.35,1.07,1.85,1.79,1.9,0.81,2.66,1.31,1.78,0.91,1.68,0.35,2.25,3.74,1.47,1.18,0.79,0.12,2.55,0.68,0.7,1.07,1.48,2.36,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.36,3.16,1.75,1.58,1.36,0.46,0.27,0.8,3.86,1.38,1.03,1.62,1.99,2.87,2.25,1.56,1.35,4.9,1.85,1.27,2.22,2.52,1.55,1.56,1.02,1.79,1.88,1.85,1.79,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.18,2.03,1.76,0.62,2.19,0.6,2.57,2.38,0.46,1.16,3.45,2.24,2.49,3.02,0.5,3.3,3.79,2.15,1.06,2.84,1.01,1.45,2.59,1.25,2.78,0.35,1.21,1.66,0.46,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,3.07,2.11,1.9,3.55,2.9,2.68,1.25,0.3,0.77,1.82,2.26,1.67,1.35,3.07,2.59,0.48,0.82,2.48,3.72,2.5,1.79,0.38,3.61,1.33,2.68,3.74,1.7,1.34,2.86,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.36,4.48,2.01,1.65,2.04,1.76,2.39,4.84,2.34,2.1,3.39,1.52,3.25,3.61,3.21,2.98,0.76,2.47,3.16,2.37,2.87,1.54,6.87,0.42,1.53,1.75,3.06,5.55,1.57,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.84,0.71,2.61,0.74,1.39,0.65,4.7,2.14,0.46,4.7,0.54,1.64,1.26,2.77,2.01,1.36,0.87,0.64,1.42,2.88,0.66,1.31,0.87,1.29,1.04,2.55,0.85,1.65,4.08,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.15,5.46,3.78,2.81,2.75,2.5,3.65,1.41,2.34,2.75,1.86,1.5,2.1,6.18,0.71,1,4.24,4.68,1.2,3.08,2.29,1.96,2.27,3.35,1.87,1.8,2.4,2.88,1.36,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
