LOCH TAY (THE MANSE ARDEONAIG),,,,,,,,,,,,
Grid ref,NN682369,Long,-4.143046,Lat,56.505646,,,,,,,
Station no,5556/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.86,4.72,1.70,100.00,3.13,,,,,,,
February,5.10,0.90,1.58,5.69,2.90,,,,,,,
March,2.49,3.74,1.44,3.38,0.89,,,,,,,
April,3.61,2.69,3.36,1.18,1.68,,,,,,,
May,2.02,3.48,3.13,5.16,2.39,,,,,,,
June,1.91,3.26,2.98,2.27,1.46,,,,,,,
July,3.52,2.52,3.66,1.97,1.19,,,,,,,
August,5.10,3.41,2.51,4.14,0.95,,,,,,,
September,3.90,2.15,,5.44,3.22,,,,,,,
October,1.39,7.18,,8.79,4.28,,,,,,,
November,12.71,2.44,,12.14,,,,,,,,
December,7.38,4.59,,9.06,,,,,,,,
Total,53.99,41.08,,-999.00,,,,,,,,
Calc annual,53.99,41.08,20.36,159.22,22.09,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,-1158.22,NaN,NaN,NaN,NaN,NaN,NaN,,
