YEOVIL-GAS-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST561159,Long,-2.626189,Lat,50.94086,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.54,3.82,0.7,1.88,0.85,4.48,4.27,2.89,1.19,2.87,3.94,0.6,4.66,0.79,0.95,1.05,3.35,0.92,3.59,4.5,0.58,2.91,0.94,0.67,3.5,4.57,4.19,2.74,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,2.82,0,0.34,3.76,2.61,3.42,6.02,1.32,1.2,1.61,4.25,0.85,2.25,1.14,1.04,0.52,4.08,1.41,2.49,0.86,3.88,5.06,5.21,1.12,1.2,2.24,0.73,0.3,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.66,2.41,3.29,4.2,0.88,0.46,1.6,2.91,1.74,3.92,1.42,4.09,1.01,0.41,3.39,3.52,0.64,1.85,4.87,2.47,4.16,0.58,2.63,2.62,0.95,4.65,2.49,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.42,2.49,0.7,2.23,1.66,2.64,1.34,3.76,2.22,2.98,1.4,1.91,0.84,4.98,1.88,2.61,2.01,1.96,0.15,2.85,0.97,1.23,0.63,1.82,1.98,2.16,4.14,0.74,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.89,0.29,0.15,1.25,3.72,1.8,2.08,1.7,2.17,2.43,2.78,0.38,2.41,1.85,1.45,1.37,1.57,1.16,1.1,2.24,1.3,2.38,2.28,1.89,1.54,0.51,1.7,1.85,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.46,0.96,2.57,3.4,0.84,1.03,2.34,0.87,3.61,3.17,0.75,3.37,2.05,1.9,0.35,2.65,3.83,2.34,3.57,0.66,2.96,1.88,0.92,2.92,0.91,0.78,1.62,0.42,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,4.49,2.69,1.36,0.95,0.37,1.16,1.19,2.96,1.96,2.98,4.5,0.31,1.06,1.13,1.37,2.86,3.23,0.05,2.26,0.44,3.88,3.36,1.03,2.83,4.56,3,4.17,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.42,3.48,2.85,1.65,3.35,1.14,0.87,2.28,2.23,3.64,3.37,3.22,3.48,0.94,1.93,2.38,2.19,3.76,0.75,5.95,1.53,2.05,2.42,6.3,5.55,2.25,3.92,2.05,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.97,2.32,0.77,6.01,2.92,1.64,2.37,0.5,2.57,1.58,2.78,1.64,1.23,0.73,0.53,2.03,2.74,0.32,0.89,1.07,3.01,1.68,1.25,2.88,1.73,5.15,1.76,1.21,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.1,4.42,2.76,2.01,1.19,3.89,1.91,2.84,2.04,2.17,6.79,1.54,2.15,4.55,7.32,2.05,5.36,4.3,2.09,4.06,4.28,2.46,4.72,6.17,3.75,1.6,2.39,2.4,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
