"KINGTON (LYNHALES)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2243,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.18,3.66,2.01,2.95,0.96,4.85,4.47,4.33,5.77,3.57,,
February,2.53,0.12,3.29,0.23,3.19,2.02,5.92,1.12,2.00,3.26,,
March,0.67,1.86,2.43,2.12,0.75,2.85,2.80,0.10,1.42,1.79,,
April,3.11,3.71,1.00,2.63,4.52,2.16,2.05,0.10,1.96,2.70,,
May,4.59,5.21,1.24,1.21,0.59,1.16,1.69,2.48,0.69,2.19,,
June,4.43,0.86,1.71,1.67,2.43,5.94,0.64,1.67,1.88,0.91,,
July,2.88,2.13,2.52,1.84,0.42,4.97,3.44,2.27,6.34,3.60,,
August,4.22,3.06,0.58,2.33,1.60,0.35,0.90,3.25,1.92,0.08,,
September,1.70,2.31,1.51,2.07,3.82,3.39,1.75,1.28,0.68,0.97,,
October,0.56,5.32,5.78,1.29,3.56,1.81,3.98,4.40,2.61,4.33,,
November,7.01,2.20,0.73,1.74,5.68,3.33,1.59,4.75,6.23,8.50,,
December,1.22,1.70,0.78,6.52,3.69,3.55,2.28,3.22,1.80,2.43,,
Total,35.10,32.14,23.58,26.60,31.21,36.38,31.51,28.97,33.30,34.33,,
Calc annual,35.10,32.14,23.58,26.60,31.21,36.38,31.51,28.97,33.30,34.33,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
