"KINGTON LYNHALES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.34,0.78,5.52,4.56,1.18,2.99,1.86,1.03,,,,
February,4.26,2.26,1.84,2.40,3.77,4.50,5.04,1.01,,,,
March,0.63,2.15,4.71,6.12,3.42,0.87,4.81,4.18,,,,
April,2.62,1.27,0.38,3.72,1.29,1.03,1.29,1.62,,,,
May,2.63,1.70,1.84,2.71,1.42,4.36,4.08,4.44,,,,
June,5.06,2.59,4.66,1.07,1.87,1.20,1.45,2.64,,,,
July,2.51,0.49,3.80,0.48,4.68,6.42,1.87,2.43,,,,
August,4.85,1.97,8.22,1.16,2.58,2.79,2.72,8.12,,,,
September,0.54,1.84,1.07,2.54,1.19,0.93,0.93,2.45,,,,
October,4.26,2.53,3.34,4.86,2.94,3.93,6.95,3.51,,,,
November,4.83,3.90,2.24,3.34,4.50,3.05,2.71,1.71,,,,
December,8.05,6.65,5.23,1.38,7.98,7.14,1.99,0.79,,,,
Total,43.58,28.13,42.85,34.34,36.82,39.21,35.70,33.93,,,,
Calc annual,43.58,28.13,42.85,34.34,36.82,39.21,35.70,33.93,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,,
