"CHESTERFIELD LINACRE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2717,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.24,3.42,4.37,1.58,2.40,3.06,3.51,2.17,5.83,2.03,5.11,
February,2.82,0.25,3.56,6.10,0.98,4.00,2.17,1.80,3.65,0.78,0.65,
March,2.30,2.05,1.95,1.99,0.89,1.37,1.24,3.57,3.14,0.11,3.24,
April,5.75,1.45,3.81,2.61,2.36,3.08,2.11,2.33,1.09,1.22,2.73,
May,3.20,1.30,0.72,3.14,3.71,3.65,3.14,1.19,0.84,2.44,1.29,
June,1.86,0.35,0.89,0.69,2.28,0.09,2.51,3.67,2.93,1.62,1.26,
July,3.59,0.49,3.66,4.37,2.99,1.11,1.77,2.03,0.94,2.06,5.93,
August,0.73,4.05,7.50,3.70,2.75,3.29,3.14,3.55,2.98,2.12,3.17,
September,1.56,0.81,2.59,3.40,2.99,3.04,1.60,4.51,0.33,1.19,4.93,
October,2.07,2.88,1.12,2.30,4.84,3.44,2.84,2.21,5.50,3.98,3.39,
November,1.20,1.84,1.45,3.65,2.04,2.40,4.58,2.86,4.47,6.72,3.40,
December,2.87,3.20,4.21,3.29,2.63,2.80,1.79,2.79,2.70,6.93,3.09,
Total,32.19,22.09,35.83,36.82,30.86,31.33,30.40,32.68,34.40,31.20,38.19,
Calc annual,32.19,22.09,35.83,36.82,30.86,31.33,30.40,32.68,34.40,31.20,38.19,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
