SALISBURY-BROWN-STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU146299,Long,-1.7928,Lat,51.0682,Elevation,170,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,3.9,1.92,0.8,3.05,5.1,0.86,6.21,0.8,1.49,1.12,3.36,1.31,4.7,5.56,0.82,3.56,1.44,1.12,4.53,5.17,4.01,3.01,4.32,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,5.35,1.84,1.79,1.55,3.92,0.81,2.99,1.51,1.34,0.46,4.92,1.76,2.65,1.25,4.24,5.18,5.43,1.07,1.67,3.21,1.1,0.43,3.26,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.34,2.11,2.15,4.2,1.47,5.37,1.17,0.66,4.05,4.25,1.04,2.8,4.91,3.36,4.76,1.3,3.32,3.29,1.32,5.74,2.28,1.63,2.46,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.96,1.91,2.93,2.07,2.65,1.19,2.08,0.98,3.57,2.48,1.59,2.91,1.77,0.11,3.55,1.33,1.43,0.74,2.97,2.58,2.18,4.47,0.86,4.02,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.8,2.09,1.28,2.26,3.66,2.89,0.77,2.67,2.94,2.1,1.61,1.93,1.17,1.27,2.31,1.56,3.53,1.77,1.98,1.94,0.78,1.44,1.61,0.88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.68,2.72,0.86,3.6,4.17,0.9,5.55,2.15,1.63,0.41,3.33,5.58,1.79,5.02,0.48,0.66,1.17,2.27,4.58,1.11,1.1,2.39,0.45,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,0.69,1.31,3.26,1.35,3.04,2.12,0.43,0.72,1.7,1.16,3.22,2.08,0.04,1.95,1.16,2.74,4.91,1.08,3.48,5.68,1.81,6.12,0.91,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.43,3.14,2.37,3.23,3.82,3.47,3.52,0.8,1.7,2.35,3.07,2.29,0.86,7.01,1.8,3.09,1.56,5.17,5.03,2.69,2.72,1.68,1.79,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.06,0.79,2.69,1.54,1.82,1.91,1.36,0.84,0.52,1.76,3.69,0.24,1.37,2.45,3.19,1.01,2.16,3.09,1.65,5.75,1.74,1.27,1.42,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,2.93,2.67,2.16,2.08,8.57,1.85,1.63,6.09,8.13,1.33,5.75,4.42,2.75,3.99,4.22,2.55,4.11,5.59,4.49,1.97,0.83,3.14,1.02,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
