"MILLPORT (WATER WORKS)",,,,,,,,,,,,
Grid ref,NS159558,Long,-4.935672,Lat,55.760426,,,,,,,
Station no,5384/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.27,5.27,2.94,4.68,3.03,3.07,4.20,4.98,1.99,3.44,,
February,1.29,1.91,1.79,4.03,2.57,1.04,2.84,2.88,2.08,4.00,,
March,3.42,3.97,1.05,3.51,1.92,2.21,4.14,1.01,3.70,2.01,,
April,2.19,2.06,2.51,2.20,4.20,0.57,1.68,1.74,2.85,4.13,,
May,2.42,2.53,2.80,3.37,4.11,1.07,1.60,3.22,1.27,1.77,,
June,2.09,3.52,2.30,3.67,3.30,3.42,2.34,2.98,4.23,2.81,,
July,4.39,3.55,3.53,4.64,1.59,4.00,5.04,5.19,5.12,4.53,,
August,3.88,4.59,3.73,5.22,1.51,4.73,3.33,4.17,0.80,3.59,,
September,4.54,3.45,5.35,6.09,4.02,4.22,2.44,4.32,1.57,3.54,,
October,1.46,5.73,4.73,8.32,4.12,2.20,3.97,3.74,5.85,3.25,,
November,7.01,2.56,7.92,6.83,2.48,1.34,2.32,2.05,5.25,6.72,,
December,7.06,5.30,4.60,5.31,6.93,3.85,3.49,6.00,7.31,4.73,,
Total,43.02,44.44,43.25,57.87,39.78,31.72,37.39,42.28,42.02,44.52,,
Calc annual,43.02,44.44,43.25,57.87,39.78,31.72,37.39,42.28,42.02,44.52,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
