WINSCOMBE-THE-DOWN (Winscombe Court),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST413565,Long,-2.8429,Lat,51.3054,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.98,3.56,0.66,1.62,1.78,2.89,3.55,2.65,4.67,3.07,1.47,0.74,3.44,2.75,1.4,2.68,2.86,3.45,0.94,1.36,0.81,4.77,4.72,1.94,1.37,3.77,3.22,0.67,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.8,4.09,4.59,3.79,2.05,3.93,1.85,3.14,0.7,0.63,1.66,1.88,0.76,0,1.87,4.27,3.72,0.19,0.32,3.79,1.74,3.49,4.41,1.2,0.89,1.66,4.02,0.76,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.67,0.86,1.33,2.57,2.42,1.13,2.86,1.23,2.24,3.26,3.26,4.68,1.22,3.05,0.51,0.36,2.11,2.39,3.89,4.01,0.87,0.82,1.04,2.09,1.93,3.61,1.49,3.94,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,3.96,2.4,1.44,1.59,4.56,0.76,1.8,3.28,2.42,1.51,1.45,3.72,1.79,0.58,1.08,0.11,2.13,2.41,0.78,3.5,1.39,3.78,1.49,2.47,1.32,2.94,1.42,2.6,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,6.1,3.34,1.11,1.65,1.95,1.1,1.92,3.27,4.8,1.82,1.09,2.85,1.37,3.33,1.13,1.1,1.98,1.24,0.43,1.3,4.03,2.42,1.79,0.98,2.42,2.53,3.3,0.12,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.67,6.1,1.78,4.35,5.62,3.04,2.27,1.84,0.64,0.78,3.23,0.9,3.51,2.08,2.03,0.59,2.75,1.52,1.78,2.27,1.48,1.15,3.15,2.62,3.15,4.12,1.33,4.44,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.52,3.78,4.39,3.62,6,5.25,3.3,0.93,3.69,1.03,8.24,2.46,4.04,3.06,2.79,4.72,4.98,3.28,2.07,1.23,0.58,0.24,0.86,1.26,1.92,4.31,3.68,0.89,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,5.2,7.29,0.61,6.94,4.45,2.82,3.39,1.71,2.5,1.43,2.65,3.28,2.71,7.42,4.02,2.26,3.79,4.41,2.33,6.93,3.42,1.14,3.93,2.37,3.03,4.77,3.18,4.38,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,3.51,4.33,5.66,2.51,3.27,5.24,2.41,4.67,3.49,3.6,1.35,1.67,1.68,2.12,3.76,2.47,3.32,1.57,7.07,4.26,1.37,3.72,1.15,2.27,1.83,3.13,1.97,1.41,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,5.75,1.64,5.33,1.76,6.43,3.82,0.87,5.99,6.22,3.13,1.3,3.52,2.05,8.69,2.47,3.71,3.86,5.16,2.19,1.16,5.64,4.18,3.82,2.24,1.99,8.66,1.79,2.09,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,3.47,0.57,2.48,4.5,5.1,5.77,1.94,4.22,4.84,3.34,4.78,1.78,2.96,3.71,2.37,2.75,5.84,5.48,0.74,1.88,3.1,2.65,3.56,0.73,3.33,2.38,2.47,2.66,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,2.31,1.45,4.73,3.83,5,1.4,4.91,1.45,6.09,2.82,3.51,2.43,1.63,4.3,1.68,3.24,2.75,2.33,4.1,4.75,3.49,2.56,5.53,5.55,2.23,2.67,2.22,0.96,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,40.94,39.41,34.11,38.73,48.63,37.15,31.07,34.38,42.3,26.42,33.99,29.91,27.16,41.09,25.11,28.26,40.09,33.43,26.64,36.44,27.92,30.92,35.45,25.72,25.41,44.55,30.09,24.92,33.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
