CARNARVON-COCKSIDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH482610,Long,-4.2700287,Lat,53.124497,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,6.09,4.83,4.69,6.65,3.68,3.29,6.58,6.26,3.79,4.08,1.94,6.21,2.58,1.12,1.3,1.39,2.57,3.89,3.18,2.57,3.2,4.26,2.17,1.37,5.32,2.85,3.67,2.04,4.69,2.81,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.59,2.04,3.43,2.99,2.55,3.08,4.52,1.14,3.31,2.17,3.48,3.76,1.71,4.01,2.68,2.94,2.65,5.15,4.96,5.4,1.92,0.99,1.29,1.44,1.27,0.32,1.69,4.45,3.41,0.24,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.1,2.35,4.04,1.66,2.54,2.61,3.74,2.94,1.67,1.27,2.43,4.1,1.47,1.96,2.27,2.15,3.27,2.75,4.48,3.13,3.4,2.3,2.82,2.41,3.7,1.4,1.6,0.75,2.49,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.05,4.3,2.41,2.35,2.3,2.37,1.94,1.22,1.9,1.37,3.47,2.97,1.64,1.13,2.21,1.72,3.54,1.37,1.76,2.21,1.79,1.61,2.79,4.27,1.37,2.42,1.45,0.86,1.85,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.56,1.38,1.85,3.16,1.62,0.77,2.32,1.66,2.21,2.39,0.7,2.71,3.8,2.72,1.54,3.92,2.5,2.11,2.5,1.57,4.07,2.4,1.37,3.01,2.74,1.74,3.18,1.12,3.55,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,5.36,0.79,0.44,1.34,1.63,1.63,5.29,1.1,0.9,3.37,2.22,3.35,2.64,4.32,3.51,3.92,3.97,2.5,0.98,1.53,1.17,0.86,3.66,0.82,2.73,2.89,2.27,2.62,1.97,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.84,3.85,1.33,1.05,0.9,3.89,4.61,3.01,3.11,3.31,2.87,5.34,0.61,5.14,5.66,3.5,3.62,2.81,3.35,2.44,3.43,2.3,4.31,1.63,2.7,2.45,3.04,2.47,3.48,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,3.02,2.18,2.95,2.47,2.08,1.73,3.13,4.49,4.5,2.16,3.27,4.73,3.39,8.85,2.44,4.78,3.48,3.19,1.15,2.6,1.81,2.13,3.12,4.07,3.74,6,5.92,3.59,3.2,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,8.03,3.48,2.13,10.44,2.81,2.87,6.52,3,4.55,4.97,3.4,3.54,4.12,4.53,3.69,1.48,2.68,3.95,2.37,4.46,5.58,2.89,1.19,1.95,2.17,6.5,5.86,2.91,0.89,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.13,5.97,4.41,4.87,8.15,5.85,10.28,5.54,4.69,5.22,3.79,5.04,4.97,2.17,4.52,2.77,3.32,4.99,3.13,5.74,6.35,3.89,3.98,4.81,2.62,7.27,5.98,4.32,5.88,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
