"STIRLING ( TOUCH RESERVOIR )  NO 2",,,,,,,,,,,,
Grid ref,NS735918,Long,-4.035343,Lat,56.102171,,,,,,,
Station no,5356,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.47,4.06,1.64,4.71,2.88,3.16,7.48,5.16,1.88,,,
February,3.22,0.81,1.54,4.67,2.52,1.55,4.96,2.99,1.92,,,
March,2.83,3.81,2.60,4.26,2.33,2.56,4.65,1.65,2.90,,,
April,3.46,2.12,2.53,2.09,1.74,0.97,1.80,1.44,4.19,,,
May,1.85,2.23,3.05,4.71,3.48,2.24,3.38,3.61,1.32,,,
June,2.39,3.36,3.28,2.94,1.75,4.39,2.15,4.01,2.80,,,
July,3.44,2.48,6.59,2.18,1.07,5.85,4.93,8.36,5.39,,,
August,7.37,6.93,3.22,4.69,1.10,6.99,4.27,5.86,1.46,,,
September,4.01,2.60,5.62,6.20,3.10,6.71,2.64,4.59,0.98,,,
October,1.14,4.92,2.98,9.15,3.43,4.76,4.67,5.12,4.13,,,
November,7.39,1.91,7.26,8.22,2.66,1.20,1.54,1.74,5.36,,,
December,8.00,4.53,5.98,6.18,8.23,6.17,6.65,7.46,7.49,,,
Total,50.57,39.76,46.29,60.00,34.29,46.55,49.12,51.99,39.82,,,
Calc annual,50.57,39.76,46.29,60.00,34.29,46.55,49.12,51.99,39.82,0.00,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,NaN,,
