NORTH-TAMERTON-DAVIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX314982,Long,-4.391814,Lat,50.758839,Elevation,390,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.62,4.36,1.91,2.25,4.23,5.14,5.89,4.58,4.29,3.45,4.41,3.53,5.54,5.6,5.08,1.74,6.07,4.6,4.37,2.51,5.53,1.9,5.69,8.41,7.38,6.7,2.79,4.12,4.85,8.13,3.5,3.86,4.61,3.28,6.42,1.26,1.47,3.65,3.25,0.8,2.01,4.47,4.23,2.19,4.16,4.7,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.67,6.36,6.73,1.23,2.48,3.06,1.03,0.28,4.14,6.6,1.28,5.95,2.68,2.2,3.25,1.43,2,3.66,0.03,3.13,0.27,5.39,3.16,7.12,1.56,2.17,4.04,4.42,0.42,2.81,1.25,4.13,4.02,1.17,1.42,1.1,4.76,4.1,1.55,1.55,4.03,3.24,0.48,4.38,3.92,0.44,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,6.63,0.75,2.62,2.76,1.28,4.56,3.32,2.88,3.52,1.38,1.77,1.12,0.63,4.15,3.96,0.31,2.96,2.97,1.79,2.94,3.28,1.55,3.37,6.09,0.67,1.62,3.33,4.75,2.73,1.1,0.37,1.98,1.68,6.93,1.15,1.95,1.45,4.99,2.83,0.91,2.72,1.04,1.13,3.12,1.24,4.18,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.29,1.23,1.55,2.18,2.65,2.88,5.09,0.84,4.04,4.07,2.95,3.11,2.05,2.66,1.66,0.92,3.08,3.14,2.44,1.26,3.86,5.55,2.59,3.55,0.37,2.62,3.34,1.22,1.96,1.2,2.08,1.35,1.92,2.14,3.1,1.71,2.5,2.25,2.83,2.57,0.71,1.22,2.04,0.16,0.75,2.35,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.27,2.21,1.58,1.47,1.12,1.76,1.83,1.43,1.67,2.61,3.82,3.64,1.7,0.89,1.71,3.34,2.14,4.54,3.76,2.06,2.4,1.55,0.65,2.77,2.91,1.56,2.15,2.58,6.37,5.02,0.8,3.74,5.06,2.84,1.49,2.28,2.53,3.11,2.96,2.91,2.29,3.35,0.82,1.31,2.37,1.24,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.73,1.83,2.13,3.73,1.58,1.22,2.46,0.18,1.78,1.12,2.44,0,2.47,1.96,2.32,2.29,1.74,3.2,1.14,2,2.99,3.54,2.34,1.45,2.02,1.6,0.97,1.99,0.52,2.02,3.89,2.29,3.89,2.56,1.66,0.52,3.09,0.58,1.1,0.96,3.53,2.33,2.36,3.92,3.95,0.72,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.13,4.2,0.89,2.36,4.98,0.55,4.58,1.41,3.06,2.14,4.34,5.88,1.27,3.76,2.51,2.54,2.41,6.62,3.82,2.04,0.79,1.41,8.57,2.73,3.58,7.4,6.07,2.03,3.25,4.3,2.17,4.38,2.72,1.22,1.44,1.09,2.99,1.26,1.12,5.06,4,0.72,1.88,3.27,2.85,2.79,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.85,2.41,1.84,5.57,3.61,2.99,2.12,3.34,3.9,3.34,5.34,4.12,2.17,3.63,3.39,3.57,3.72,4.29,2.04,2.06,4.07,2.54,0.58,2.02,5.75,3.58,0.45,4.52,2.8,3.56,3.98,2.21,5.96,0.37,2.26,1.69,8.36,4.05,6.77,2.23,3.39,0.13,4.24,3.2,6.39,1.51,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.65,2.07,2.69,2.25,8.38,1.91,2.76,1.56,2.48,3.92,4.03,4.42,1.74,7.33,1.67,0.82,4.36,2.77,6.48,2.13,4.07,5.34,4.59,4.47,2.09,1.12,2.53,0.81,4.59,6.87,4.1,1.62,5.26,1.97,1.62,3.45,5.94,2.93,4.59,3.25,4.17,1.88,5.11,3.53,6.01,0.22,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,4.43,2.37,3.4,3.68,7.63,2.79,2.07,4.16,1.35,1.72,5.39,5.57,3.8,2.87,1.69,4.27,8.04,6.44,1.13,10.27,6.52,4.7,7.63,2.33,3.78,5.18,3.32,3.79,2.82,3.16,4.18,5.67,5.08,2.79,1.62,4.13,8.57,1.59,1.8,6.01,2.42,3.03,2.63,2.08,3.18,4.33,4.72,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,5.56,3.39,2.49,4.37,3,2.91,4.55,2.44,2.89,2.21,3.45,3.07,2.93,7.74,3.26,4.16,10.72,4.75,7.83,3.27,1.34,2.69,6.22,5.12,2.24,6.78,10.4,8.32,2.64,1.21,4.22,9.6,0.96,4.77,2.81,1.89,5.75,7.33,4.44,4.18,2.41,5.82,2.84,1.82,1.83,3.97,8.87,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,4,6.34,8.23,4.23,1.14,5.38,6.41,2.77,3.8,6.44,5.05,4.96,4.49,1.12,2.5,4.87,8.61,4.3,2.33,3.43,2.04,11.22,4.56,5.03,4.24,5.5,3.6,3.73,2.95,7.96,3.11,4.83,7.6,4.53,4.19,5.14,2.2,4.56,2.56,3.8,1.68,3.36,6.43,4.09,1.76,4.22,6.98,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,39.94,39.54,34.22,35.57,41.39,37.1,38.45,24.54,39.25,42.52,43.98,42.99,31.98,39.63,38.85,44.33,43.97,47.08,42.84,30.03,45.87,47.18,44.02,48.87,43.79,45.69,41.51,34.85,39.82,46.52,42.24,39.2,47.21,31.1,31.72,31.57,46.57,35.72,40.99,26.75,39.06,30.28,30.28,31.85,44.16,38.72,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Jun IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
