"OXFORD PORTLANDS BALDON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,0.78,0.73,,
February,,,,,,,,,2.58,1.90,,
March,,,,,,,,,2.61,1.70,,
April,,,,,,,,,1.75,2.54,,
May,,,,,,,,,1.30,2.98,,
June,,,,,,,,,2.64,1.06,,
July,,,,,,,,,5.30,2.61,,
August,,,,,,,,,2.02,3.47,,
September,,,,,,,,,1.44,1.37,,
October,,,,,,,,,0.89,2.55,,
November,,,,,,,,,4.22,0.93,,
December,,,,,,,,,2.01,1.39,,
Total,,,,,,,,,27.54,23.23,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.54,23.23,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
