"STRATHFIELDSAYE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.54,1.18,1.44,2.32,3.16,2.88,3.88,,,,,
February,3.89,2.52,1.67,4.42,2.16,2.72,0.68,,,,,
March,1.14,1.79,1.02,0.57,1.52,2.22,1.37,,,,,
April,1.62,0.63,2.79,1.04,1.88,1.68,1.44,,,,,
May,0.64,1.14,1.54,1.85,0.40,2.47,3.51,,,,,
June,2.64,2.13,2.16,2.31,2.08,2.23,0.35,,,,,
July,5.43,1.38,1.75,3.40,3.02,0.00,1.92,,,,,
August,1.23,5.38,1.86,0.84,0.65,0.83,0.81,,,,,
September,4.74,1.87,2.58,3.27,1.85,4.48,1.76,,,,,
October,5.11,1.90,5.92,1.77,1.03,3.14,2.47,,,,,
November,2.24,3.07,3.23,3.03,1.66,3.47,3.95,,,,,
December,2.84,2.83,2.11,0.68,2.71,1.38,4.35,,,,,
Total,32.06,25.82,28.07,25.50,22.12,27.50,26.49,,,,,
Calc annual,32.06,25.82,28.07,25.50,22.12,27.50,26.49,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
