"PORT ERIN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,4.32,1.86,,,,,,
February,,,,,3.15,2.78,,,,,,
March,,,,,2.52,2.77,,,,,,
April,,,,,1.37,2.48,,,,,,
May,,,,,0.82,1.96,,,,,,
June,,,,,0.95,,,,,,,
July,,,,,3.23,,,,,,,
August,,,,,1.36,,,,,,,
September,,,,,2.71,,,,,,,
October,,,,,1.05,,,,,,,
November,,,,,4.14,,,,,,,
December,,,,,4.44,,,,,,,
Total,,,,,30.06,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,30.06,11.85,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,,
