"HOLDENBY HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,2.93,2.72,,,,,,,
February,,,,3.82,0.77,,,,,,,
March,,,,1.49,1.50,,,,,,,
April,,,,1.85,1.67,,,,,,,
May,,,,1.59,1.67,,,,,,,
June,,,,3.44,1.27,,,,,,,
July,,,,4.04,4.79,,,,,,,
August,,,,0.81,2.01,,,,,,,
September,,,,5.28,1.63,,,,,,,
October,,,6.42,1.70,1.26,,,,,,,
November,,,4.14,3.67,1.21,,,,,,,
December,,,3.33,1.04,1.88,,,,,,,
Total,,,,31.66,22.38,,,,,,,
Calc annual,0.00,0.00,13.89,31.66,22.38,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
