"ELSTREE ALDENHAM HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,2.12,,
May,,,,,,,,,,3.32,,
June,,,,,,,,,,1.28,,
July,,,,,,,,,,3.10,,
August,,,,,,,,,,2.58,,
September,,,,,,,,,,2.24,,
October,,,,,,,,,,3.41,,
November,,,,,,,,,,1.04,,
December,,,,,,,,,,1.02,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
