"MOORFOOT HILLS BOWBATE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5112,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,2.35,1.80,3.45,4.80,8.50,2.95,,2.55,2.40,2.05,,
February,5.50,1.60,2.75,4.75,4.95,3.70,3.40,1.45,2.60,3.35,,
March,2.15,4.15,5.65,3.05,3.75,1.70,3.85,3.70,5.50,4.05,,
April,6.10,1.15,5.30,1.66,1.85,4.10,2.40,7.10,2.85,4.65,,
May,2.30,4.05,2.80,1.60,2.45,4.95,5.50,3.10,2.05,1.75,,
June,2.00,2.85,4.50,2.90,1.50,0.97,2.20,0.80,4.00,2.00,,
July,3.65,4.85,5.65,5.00,6.80,1.60,4.20,3.20,5.70,4.45,,
August,1.25,7.05,3.30,4.30,3.00,3.35,2.20,2.50,2.90,6.90,,
September,,5.20,3.50,5.00,3.50,4.30,4.40,5.50,1.35,1.40,,
October,5.20,,4.50,5.50,3.00,5.60,8.50,2.70,1.30,6.45,,
November,7.45,3.10,6.20,5.45,2.75,3.55,4.50,6.70,,1.50,,
December,3.25,,7.20,3.10,5.00,1.75,5.10,3.85,2.85,3.25,,
Total,,,54.80,47.11,47.05,38.52,,43.15,,41.80,,
Calc annual,41.20,35.80,54.80,47.11,47.05,38.52,46.25,43.15,33.50,41.80,,
Difference,NaN,NaN,-0.00,-0.00,0.00,0.00,NaN,-0.00,NaN,-0.00,,
