HAUGHLEY-HAUGHLEY-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM026621,Long,0.9645507,Lat,52.219837,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.28,2.34,2.7,1.46,2.5,1.24,1.61,2,2.31,1.73,1.69,3.02,1.22,2.22,0.85,1.86,0.87,2.6,1.7,1.32,1.45,0.86,0.78,1.31,2.28,3.03,3.35,2.66,4.39,1.32,1.87,2.43,3.7,1.76,2.06,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.03,1.4,,1.88,2.47,3.75,0.62,0.73,2.44,0.76,0.12,1.76,2.89,1.22,1.88,1.55,2.15,0.92,0.36,0.44,2.23,0.31,1.37,0.27,2.14,2.5,2.8,0.78,0.81,0.99,1.46,0.64,1.09,1.3,1.68,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.55,0.96,,3.77,1.07,3.15,2.4,0.7,2.1,1,0.86,1.54,1.1,0.46,1.09,0.37,1.84,1.95,0.04,1.01,0.13,1.4,1.6,1.64,0.8,0.54,2.72,0.54,1.79,2.72,3.08,2.14,0.52,0.41,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,0.97,0.48,,0.69,0.68,1.61,1.41,2.9,2.82,3.32,1.21,2.18,0.79,2.42,2.33,3.04,2.01,1.05,1.06,1.63,2.62,2.25,0.98,2.67,2.66,1.23,2.28,0.36,2.12,1.15,1.31,0.6,0.79,1.91,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.95,0.58,,0.97,1.86,1.99,1.05,1.97,0.84,0.8,0.85,0.79,1.28,3.96,2.16,1,0.53,1.75,0.94,2.36,2.2,3.18,1.03,1.04,2.31,0.48,2.59,1.83,0.68,1.7,2.02,1.75,1.24,1.17,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.91,2.04,,1.13,0.71,2.7,0.95,1.94,1.36,1.46,0.21,0.95,0.4,1.47,0.45,2.58,3.56,1.51,0.47,0.48,0.99,0.45,1.89,1.18,2.82,3.24,0.96,0.89,1.64,0.14,0.66,0.45,1.6,1.07,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.57,3.15,,1.79,3.35,1.03,2.55,3.54,2.88,2.46,0.28,3.09,1.81,2.68,0.93,1.94,2.92,2.12,2.19,3.69,3.1,1.92,1.35,1.37,0.56,3.08,1.11,1.49,2.66,2.67,1.61,2.88,1.13,2.15,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.64,7.47,,0.54,3.26,3.79,5.83,1.54,2.27,1.64,1.21,1.86,2.41,2.85,2.67,1.19,4.12,2.02,1.41,3.35,2.8,2.81,0.87,1.69,1.25,0.77,0.85,2.53,1.73,0.33,3.06,1.06,1.15,1.29,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.36,1.48,,0.87,1.2,1.27,1.67,3.78,0.47,2.15,1.28,3.17,1.64,2.42,2.74,1.08,2.85,0.35,0.44,4.59,1.97,1.1,2.73,1.77,3.18,2.3,1.13,2.52,0.45,0.76,0.41,2.65,1.99,3.75,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.99,2.57,,1.66,1.23,2.84,2.95,2.35,1.45,0.64,1.08,0.53,3.36,3.37,1.94,2.78,1.97,1.92,2.67,0.55,0.62,3.79,2.04,1.08,2.15,1.46,1.39,2.45,5.41,2.01,2.01,4.46,1.34,3.55,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,3.37,2.73,,2.57,1.74,2.89,1.62,1.99,1.9,0.69,1.53,1.15,2.21,1.85,2.31,2.99,2.26,1.76,2.92,3.28,1.66,1.21,1.56,1.56,3.48,3.28,1.29,2.02,3.54,5.45,1.9,2.16,1.71,3.82,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,4.37,4.01,2.26,,5.29,4,2.62,1.24,2.66,3.07,2.42,1.08,1.69,2.5,1.71,1.45,0.67,1.57,2.44,3.79,2.06,0.79,0.39,0.45,3.35,2.08,1.59,2.27,2.28,0.93,1.69,1.18,2.59,1.47,1.37,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,23.63,27.46,,22.62,24.07,28.88,23.9,26.1,23.91,19.07,11.4,21.73,21.61,26.63,20.8,21.05,26.65,20.39,17.99,24.76,20.56,19.67,16.65,18.93,25.71,23.5,22.74,20.35,26.15,20.93,20.57,23.81,17.73,23.55,23.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
