ALBURY POSTFORD,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8433,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.82,2.65,6.54,3.56,1.57,4.00,1.05,6.83,1.60,,,
February,3.18,1.49,2.02,2.43,2.55,1.93,3.17,1.68,2.14,,,
March,2.22,1.68,2.84,2.01,0.60,1.01,2.95,3.00,2.63,,,
April,0.38,4.72,1.37,0.57,2.42,1.44,2.22,3.10,2.58,,,
May,1.34,0.86,3.37,1.63,1.47,1.55,0.86,3.19,5.08,,,
June,0.52,3.67,2.84,1.46,3.67,1.49,2.13,0.84,2.25,,,
July,1.48,4.33,3.21,2.72,1.37,5.61,0.48,3.50,1.48,,,
August,1.73,1.34,1.75,2.70,2.55,1.06,2.47,4.10,5.20,,,
September,2.54,5.90,1.60,2.80,2.78,1.57,3.32,1.52,1.22,,,
October,3.94,1.42,5.91,3.22,5.36,4.00,1.64,2.48,3.49,,,
November,2.28,0.34,3.71,2.87,2.95,3.67,3.12,7.07,,,,
December,3.05,1.44,4.96,0.54,2.30,1.32,7.36,2.08,-999.00,,,
Total,24.48,29.84,40.12,26.51,29.59,28.65,30.77,39.39,33.47,,,
Calc annual,24.48,29.84,40.12,26.51,29.59,28.65,30.77,39.39,27.67,0.00,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,5.80,NaN,,
