AYLESFORD-PRESTON-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ727580,Long,0.475626,Lat,51.294938,Elevation,80,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.46,1.2,3.67,1.23,6.66,1.46,,0.22,,1.29,2.4,3.4,2.72,3.95,,0.75,0.93,2,1.98,,2.41,3.02,1.5,0.73,2.3,0.5,2.55,2.55,0.45,0.4,,3.32,1.14,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.3,1.29,0.92,2.63,1.91,1.21,,2.3,2.09,1.48,3.15,1.7,3.54,1.15,,1.33,2.55,1.45,0,,3.87,1.53,0.1,0.37,1.5,1.4,2.15,4.65,0.98,1.6,,3.37,1.09,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.82,0.69,0.74,3.17,3.58,1.89,,0.62,1.63,1.25,0.97,0.8,1.47,1.15,1.83,3.35,1.95,2.65,2.75,,0.09,0.65,2.4,2.5,3.6,2.15,0.63,1.6,2.5,1.3,,2.08,3.13,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.87,1.96,1.6,2.05,2.77,3.82,,1.88,0.41,2.35,1.8,2.5,2.4,4.15,1.76,1.47,3.2,2.21,0.4,,0.08,1.36,1.3,0.43,1.45,1.3,2.75,0.47,1.53,0.34,,0.99,2.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,0.84,1.13,1.27,1.66,1.8,4.28,,0.11,0.7,1.04,1.85,0.83,3.43,2.3,1.67,0.71,1.7,1.41,2.83,,0.05,2.25,0.1,0.24,1.4,3.7,2.4,0.1,0.73,2.65,,1.3,1.5,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.78,2.14,2.78,1.73,0.97,0.88,,2.1,,2.34,1.69,1.4,1.1,0.2,1.96,3.04,2.03,2.95,1.6,,0.78,2.55,0.05,3.75,2.95,1.31,1.05,3.9,0.6,2.3,,1.4,5.14,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.14,1.03,6.1,0.71,2.33,1.48,,2.89,0.25,2.53,2.3,1.8,0,1.8,0.96,4.3,2.86,3.02,2.63,,2.04,4.53,3.2,3.5,0.05,0.1,4.36,1.5,1.58,1.6,,2.16,1.37,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.8,2,2.18,2.79,2.71,5.56,,2.2,3.55,1.1,0.4,0.96,1.1,5.21,1.2,2.41,2.57,2.73,3.32,,1.25,3,0.95,2.57,3.05,1.5,1.7,2.55,1.6,2.62,,1.27,2.03,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.69,2.99,2.52,3.14,0.77,0.74,,3.65,1.65,2.42,1.65,5.72,4.76,1.65,3.11,1,1.55,0.96,1,,2.5,2.7,2.48,4.75,1.5,0.35,2.5,0.95,1.2,1.9,,1.84,1.83,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.34,3.36,4.3,1.02,1.89,2.71,,6.82,3.5,6.27,4.8,1.43,4.65,1.75,1.75,1.24,4.43,0.94,6.34,,1.34,2.5,3.2,4.3,0.64,2.52,2.3,2.1,2.03,2.26,,2.11,1.47,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,2.18,2.24,4.73,2.7,5.41,5.08,,2.9,3.45,3.4,4.75,1.13,3.35,4.17,4.55,4.04,1.15,2.85,2.35,,3.5,4,3.5,2.85,1.15,2.8,2.86,2.03,0.55,1.85,,1.34,3.54,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,0.43,3.47,2.06,6.85,2.95,,,2.89,3.34,2.26,1.29,3.4,1.1,,1.98,1.4,1.47,0.31,2.25,,2,2.27,5.8,2.6,2.82,1.95,1.04,3.15,3.66,1.8,,2.54,0.86,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
