"GREAT STRICKLAND (PENRITH)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1197,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,4.14,3.46,8.86,8.72,5.02,6.14,1.70,7.13,3.19,,,
February,4.19,3.65,9.47,1.15,2.69,0.62,3.17,3.27,2.14,,,
March,1.29,6.16,3.32,2.14,3.02,1.41,4.20,2.15,1.62,,,
April,1.49,2.26,0.93,0.26,3.16,0.80,2.40,2.79,2.15,,,
May,2.70,1.35,1.56,1.42,1.86,2.04,0.95,2.52,2.72,,,
June,1.56,2.73,2.84,1.30,1.60,3.35,2.99,3.52,2.00,,,
July,0.71,3.35,4.09,3.39,1.50,3.79,2.49,5.29,0.80,,,
August,2.15,2.59,3.92,3.58,5.20,2.05,4.00,6.75,4.70,,,
September,3.44,3.29,5.57,2.13,5.97,4.77,3.92,2.76,5.01,,,
October,8.12,4.35,7.06,3.72,9.43,3.51,3.67,6.00,4.88,,,
November,2.62,1.24,5.92,2.03,2.84,3.41,3.12,7.88,3.22,,,
December,2.90,3.69,5.62,1.64,3.05,3.12,6.79,3.63,3.84,,,
Total,35.31,38.12,59.16,31.48,45.34,35.01,39.40,53.69,36.27,,,
Calc annual,35.31,38.12,59.16,31.48,45.34,35.01,39.40,53.69,36.27,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,NaN,,
