ST-MELLION-ELLBRIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX401632,Long,-4.253489,Lat,50.446798,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1943/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,3.03,7.75,4.3,5.94,3.87,5.11,1.2,8.04,7.63,7.05,7.2,3.41,4.97,6.09,9.47,4.36,3.66,6.59,4.75,9.92,1.57,1.67,5.1,5.32,1.29,2.32,6.02,4.56,4.05,5.67,6.28,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,2.15,2.4,3.59,0.02,4.23,0.19,4.61,4.81,9.8,1.81,2.57,6.79,5.91,0.48,2.67,1.14,4.1,4.53,1.83,2.26,2.13,7.7,4.83,1.18,2.14,5.97,3.99,0.4,6.18,4.3,0.28,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.51,3.1,1.89,2.48,5.05,3.91,1.15,5.03,5.46,0.27,1.66,4.48,4.24,4.32,1.29,0.33,1.69,2.87,8.88,2.24,1.67,2.64,6.78,4.55,1.06,4.55,1.7,2.15,5.26,1.96,5.78,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,0.91,2.95,2.6,3.2,3.14,2.86,5.55,2.25,3.34,0.04,2.59,2.92,1.11,2.26,1.42,2.88,1.52,1.43,3.69,2.48,2.2,2.96,2.75,4.24,2.68,0.68,1.69,1.08,0.18,0.88,4.67,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,3.85,4,4.77,5.61,1.79,1.42,1.71,0.59,3.27,3.88,1.28,2.23,2.63,7,5.31,1,4.91,5.1,3.06,2.56,2.98,1.92,3.51,2.89,4.69,3.49,3.88,1.11,2.61,4.28,1.1,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,3.23,1.13,3.93,3.66,2.18,2.24,4.17,1.41,1.15,1.49,3.88,0.78,3.22,0.51,1.75,4.08,5.68,3.79,3.97,2.44,0.79,1.85,1.29,1.15,2.81,4.46,2.84,2.91,2.09,4.02,1.78,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.33,1.7,2.81,5.35,3.49,2.95,0.68,0.44,8.35,1.98,3.46,7.84,3,1.09,4.32,3.82,4.78,3.33,1.97,3.37,1.63,2.83,4.76,2.48,1.48,4,3.35,1.81,5,3.48,4.06,1.36,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.21,3.27,5.68,4.14,1.89,3.79,5.06,3,0.75,1.86,4.37,2.75,0.15,6,5.93,4.41,4.06,2.79,5.57,1.1,4.01,1.74,7.7,6.64,7.02,2.44,4.26,0.09,4.53,3.45,6.68,2.6,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.99,0.44,6.47,1.93,5.45,1.93,1.8,5,2.07,3.31,2.8,0.64,2.21,0.62,3.62,4.88,3.58,2.01,8.16,2.32,2.3,5.24,6.47,5.36,3.27,5.49,5.62,1.79,7.07,4.65,5.4,0.1,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,7.67,7.33,4.63,0.99,9.09,4.95,3.37,6.43,1.6,3.62,5.73,4.15,4.18,2.19,3.08,5.85,6.12,5.82,3.84,2.05,5.71,9.27,2.44,1.74,6.37,4.62,4.29,2.83,2.34,3.17,3.83,5.41,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,5,13.73,7.13,8.86,3.28,1.57,1.34,8.98,4.3,2.88,8.8,9.41,9.3,3.21,1.23,3.16,10.22,1.01,7.78,3.85,2.55,6.26,8.35,7.34,3.52,3.38,8.72,4.8,1.95,2.36,2.97,9.18,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,4.76,8.89,5.12,2.41,4.01,3.03,16.31,5.74,5.47,5.24,4.72,3.58,5.88,4.47,7.73,4.65,4.48,7.94,6.57,4.08,7.12,2.53,5.4,4.45,4.33,1.12,4.72,7.19,7.59,2.81,6.17,9.63,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,49.04,53.17,44.76,48.12,38.48,44.29,47.98,44.67,49.54,44.42,47.55,45.33,39.66,46.57,48.68,47.03,44.46,58.2,42.95,45.22,39.21,53.86,52.27,45.32,35.72,52.43,38.63,40.69,40.29,50.22,48.17,55.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
