LANGPORT-HUISH-EPISCOPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST428275,Long,-2.817297,Lat,51.043991,Elevation,74,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,0.67,2.39,1.91,1.47,2.55,2.13,,,,,,,,,2.91,2.07,0.62,3.64,1.27,0.37,1.06,2.68,0.45,3.42,4.56,0.57,2.91,1.03,0.69,3.36,4.7,3.73,2.57,3.96,1.98,3.73,2.6,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.44,0.83,0.02,1.96,3.15,2.79,,,,,,,,,1.88,3.75,0.52,1.55,0.89,0.96,0.47,3.29,1.13,1.92,0.78,2.52,4.24,5.17,1.37,0.89,2.66,1.11,0.29,2.46,5.19,0.42,3.5,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,2.04,1.05,1.73,0.57,0.41,1.16,,,,,,,,,2.95,1.19,2.97,0.84,0.31,2.65,2.09,0.36,1.68,3.54,2.19,4.76,0.59,3.27,2.88,1.01,4.2,2.27,1.74,2.14,1.67,1.16,0.47,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.61,2.53,3.18,0.5,0.95,0.1,1.45,,,,,,,,,2.2,0.75,1.47,1.26,3.85,1.99,1.71,1.96,1.31,0.05,2.38,0.99,1,0.75,1.53,2.08,2.1,3.53,0.72,2.32,2.56,1.76,1.92,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,0.75,1.67,1.16,2.49,0.61,0.72,2.72,,,,,,,,,2.95,2.48,0.8,2.44,1.86,1.28,0.46,2.02,0.79,1.82,2.56,1.34,2.36,3.2,1.71,1.48,0.55,2.12,1.42,0.61,1.41,2.91,3.27,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.81,0.72,2.42,0.98,1.49,0.89,1.7,,,,,,,,,2.98,0.53,1.99,1.5,1.03,0.63,2.23,3.58,1.67,3.4,0.71,2.47,1.38,1.6,2.95,0.78,0.85,1.85,0.64,0.71,0.46,2.57,0,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,6.62,2.09,5.5,2.76,1.95,3.73,2.82,,,,,,,,,1.6,3.91,1.41,0.84,1.47,1.68,1.58,2.38,0.1,1.81,1.21,5.01,4.47,0.93,2.78,4.25,3.09,4.52,0.34,3.21,0.59,2.47,2.05,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.6,2.06,1.98,4.32,2.38,1.11,3.12,,,,,,,,,2.73,1.95,2.9,,1.48,2.14,1.42,2.94,1.07,5.34,1.75,2.87,1.99,4.75,4.93,2.36,3.78,1.22,1.84,4.23,2.14,3.04,3.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.14,1.91,1.83,1.62,1.6,2.04,,,,,,,,,3.12,1.32,1.23,0.8,0.35,2.68,2.47,0.44,0.67,0.81,2.46,1.79,1.56,3.13,1.92,4.34,1.57,1.37,1.24,1.37,1.97,4.12,3.21,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,3.05,1.4,7.32,3.4,3.18,2.59,,,,,,,,,5.39,1.65,0.8,3.55,6.46,2.92,3.57,3.97,2.18,3.16,3.46,2.62,3.97,4.5,2.49,2.12,2.25,2.37,0.65,1.1,4.51,4.6,2.41,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
