WORTH-SOUTH-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ3252734742,Long,-0.108758,Lat,51.096679,Elevation,558,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,4.53,4.01,0.82,2.67,5.75,2.68,1.42,2.96,0.8,3.67,4.62,1.43,1.19,3.01,6.32,1.54,6.58,1.65,1.84,1.61,3.69,1.63,2.71,5.81,1.22,4.39,2.5,1.69,3.88,6.7,4.55,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.29,0.07,1.68,4.23,2.3,0.47,0.44,3.71,1.52,3.47,6.93,2.78,1.64,1.83,4.27,1.07,3.48,2.12,1.5,0.57,5.41,2.16,3.08,1.34,6.72,6,5.78,1.21,1.78,2.91,0.93,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.25,2.95,1.46,0.54,1.89,2.35,3.98,5.01,1.6,1.08,0.98,2.88,2.62,3.93,1.61,4.52,1.83,1.18,3.71,4.94,1.86,2.81,5.44,3.8,6.57,0.94,5.03,2.18,1.31,4.88,2.14,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.76,0.67,1.31,0,2.71,2.32,0.87,2.2,1.15,3.1,1.3,2.98,1.23,2.4,1.85,2.46,0.94,4.43,3.14,1.59,2.43,2.56,0.08,4.35,1.96,1.76,1.34,2.45,4.01,3.04,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.22,2.63,1.16,1.03,1.65,0.3,0.37,1.46,4.34,1.88,1.2,1.44,3.18,2.66,3.54,0.77,2.31,2.57,2.65,1.54,2.6,1.76,1.53,2.36,1.49,3.86,2.51,2.35,1.16,0.79,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,3.08,2.49,4.1,1.04,2.36,0.27,2.75,1.68,2.37,2.31,3.79,1.44,4.29,4.93,1.36,4.83,2.2,2.19,1.79,3.25,1.64,2.23,3.44,0.65,0.75,0.63,2.93,2.15,2.6,0.91,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,5.51,4.24,2.57,3.81,5.39,3.81,1.86,0.89,0.78,1.63,1.54,1.51,2.34,5.06,0.9,0.36,1.24,1.68,3.65,3.42,2.91,0.32,1.42,2.94,1.8,5.65,1.31,3.48,5.22,3.02,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.83,5.93,4.34,0.64,2.64,2.78,2.74,3.66,1.7,0.9,2.99,1.6,4.56,5.04,1.78,4.11,1.05,2.54,4.8,3.26,2.8,0.78,7.35,1.55,1.43,1.91,3.46,9.04,1.1,2.68,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.38,1.34,2.86,2.3,2.74,0.25,6.6,2.82,0.83,3.52,1.77,2.5,1.51,3.72,2.68,2.6,1.52,0.68,1.34,3.71,0.44,1.71,4.32,2.71,1.57,1.92,1.85,2.85,6.58,1.2,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.39,9.18,5.76,4.48,4.08,5.33,4.3,0.48,4.02,2.58,2.88,3.11,3.24,8.93,2.72,2.11,5.53,5.6,2.01,7.79,3.77,5.03,4.57,4.74,2.2,3.65,6.35,5.18,1.97,0.71,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
